shape_id,distance
1,108.85764270566338
2,108.85764270566338
3,108.85764270566338
4,108.85764270566338
5,108.85764270566338
6,108.85764270566338
7,108.85764270566338
8,108.85764270566338
9,108.85764270566338
10,108.85764270566338
11,108.85764270566338
12,108.85764270566338
13,108.85764270566338
14,108.85764270566338
15,108.85764270566338
16,108.85764270566338
17,108.85764270566338
18,108.85764270566338
19,108.85764270566338
20,108.85764270566338
21,108.85764270566338
22,108.85764270566338
23,108.85764270566338
24,108.85764270566338
25,108.8574206683908
26,108.8574206683908
27,108.8574206683908
28,108.8574206683908
29,108.8574206683908
30,108.8574206683908
31,108.8574206683908
32,108.8574206683908
33,108.8574206683908
34,108.8574206683908
35,108.8574206683908
36,108.8574206683908
37,108.8574206683908
38,108.8574206683908
39,108.8574206683908
40,108.8574206683908
41,108.8574206683908
42,108.8574206683908
43,108.8574206683908
44,108.8574206683908
45,108.8574206683908
46,108.8574206683908
47,108.8574206683908
48,108.8574206683908
49,5.768090268477647
50,5.768090268477647
51,5.768090268477647
52,5.768090268477647
53,5.768090268477647
54,5.768090268477647
55,5.768090268477647
56,5.768090268477647
57,5.768090268477647
58,5.768090268477647
59,5.768090268477647
60,5.768090268477647
61,5.768090268477647
62,10.751953480767
63,10.751953480767
64,10.751953480767
65,10.751953480767
66,10.751953480767
67,10.751953480767
68,10.751953480767
69,5.768090268477647
70,5.768090268477647
71,5.768090268477647
72,5.768090268477647
73,5.768090268477647
74,5.768090268477647
75,5.768090268477647
76,5.768090268477647
77,5.768090268477647
78,5.768090268477647
79,5.768090268477647
80,5.768090268477647
81,5.768090268477647
82,5.768090268477647
83,5.768090268477647
84,5.768090268477647
85,5.768090268477647
86,10.751953480767
87,10.751953480767
88,10.751953480767
89,10.751953480767
90,10.751953480767
91,10.751953480767
92,78.44431796298647
93,78.44431796298647
94,78.44431796298647
95,78.60964928775728
96,78.4767066987416
97,97.93797392124797
98,78.44431796298647
99,97.90495048910908
100,78.44431796298647
101,78.44431796298647
102,78.44431796298647
103,76.62515658652976
104,76.62515658652976
105,76.62515658652976
106,64.78745888337393
107,84.35482437015547
108,57.962412764326636
109,76.62515658652976
110,64.75507282850172
111,96.0982642702142
