shape_id,distance
3,613.5477404077657
4,613.5914242650686
5,1376.6338434843783
6,1385.4760363795817
17,328.3307469437762
18,328.3307469437762
19,137.83363171741013
20,137.83363171741013
21,304.8536963606665
22,164.19427563208058
23,304.8536671404541
24,145.46376320636014
25,169.42807226483686
27,284.7103187718769
28,284.7103660725605
52,489.8545784703956
53,489.85487163730903
59,54.8498554772117
60,152.4489886849017
61,149.18640325043782
63,271.8149804765103
64,217.4942216073928
69,415.33518367890616
70,415.3422055715259
73,1498.9952471184038
74,1498.9952471184038
84,1023.4907036718412
90,1023.4802507876595
101,205.4746878074137
102,205.4746878074137
103,1332.6389811468682
104,1332.6368649111348
105,1324.2138005890074
106,1207.2037567948532
107,277.8927531962294
108,277.86671036319086
109,497.49713436702234
110,497.72433028499483
113,2229.7161605434135
114,2229.8065213630875
115,2427.453666450575
116,3980.0151614882902
118,3592.3159834060452
121,498.11227294438385
122,497.82409396119834
125,1638.3071172766627
126,1638.3080787266836
127,1544.0155717417047
128,1543.9841420851271
134,1379.400120483479
135,1379.4150435243303
146,560.0566462212466
147,356.8118948964758
148,560.0566462212466
149,384.0267849917941
151,384.0267849917941
152,231.8757918432122
153,231.84675957784873
158,718.6117814091144
173,5403.6053853933745
174,5403.988606617016
177,1129.5562203867105
178,1129.4556668023752
184,3541.2099058058166
186,3540.9886073874345
187,1838.549710902859
188,1838.5600217376307
190,968.2677834139074
191,968.2656908683527
193,4379.464336154611
195,4382.270434034412
198,880.4319791828029
221,507.5514217078477
222,455.1665758672199
223,507.74429720133395
224,455.1665758672199
230,215.02371224820848
237,361.49394652310184
238,1249.9567837956097
240,1249.9567837956097
241,3622.3431971243385
242,2214.754092495757
243,3622.2597537451197
244,2212.452641835403
245,226.8219687452887
248,226.91942446223698
254,460.873563785548
255,448.4018307357195
256,460.87160993261426
257,448.52288897805084
258,581.884332917505
259,581.884332917505
260,734.3326090464027
264,734.3326090464027
267,361.49394652310184
269,3207.1381220923336
270,3591.4486122635126
271,3207.074424487385
272,2099.1408182493897
274,2094.381300423202
279,747.0411632628895
280,747.1963934283464
289,489.40159880542234
290,290.56451737209915
291,544.453836253723
292,489.41675285223727
293,290.5771657060015
297,259.5492400979641
313,2209.0735231528156
314,2209.0735231528156
315,157.18850038508594
316,157.10800712388175
317,57.961265848857686
318,99.80092553426631
319,99.80092553426631
320,58.01749517003079
324,732.1729102786411
325,370.7466957167999
326,361.49394652310184
327,732.2412035630181
328,364.27769532302267
337,660.2512106321286
338,660.0230747868221
339,722.412739513025
340,722.412739513025
341,1091.3601738648797
342,1091.3601738648797
343,1095.2512907551973
344,2049.883672858637
346,871.3896686617935
348,938.9134158573673
349,718.610901079121
350,880.4319791828029
353,921.5538851006257
354,921.5538851006265
355,518.2644572648558
356,518.2644572648558
357,271.8149804765103
370,498.73865242658513
371,498.73865242658485
372,544.4518108037208
375,250.45917845178053
376,900.7613817722125
377,900.7613817722164
381,650.7615775422482
384,4866.304974930357
385,3316.1394828549714
