trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
509,18:49:00,18:49:00,s1,1,0,0
509,18:51:00,18:51:00,s2,2,0,1
509,18:54:00,18:54:00,s3,3,0,1
509,19:04:00,19:04:00,s5,4,0,1
509,19:23:00,19:23:00,s7,5,0,0
509,19:27:00,19:27:00,s8,6,0,0
509,19:32:00,19:32:00,s9,7,0,0
509,19:36:00,19:36:00,s10,8,0,0
509,19:41:00,19:41:00,s11,9,0,0
509,19:46:00,19:46:00,s12,10,0,0
509,19:51:00,19:51:00,s13,11,0,0
509,19:58:00,19:58:00,s14,12,0,0
509,20:03:00,20:03:00,s15,13,0,0
509,20:09:00,20:09:00,s16,14,0,0
509,20:13:00,20:13:00,s17,15,0,0
509,20:31:00,20:31:00,s18,16,0,0
509,20:55:00,20:55:00,s19,17,0,0
511,21:20:00,21:20:00,s1,1,0,0
511,21:22:00,21:22:00,s2,2,0,1
511,21:25:00,21:25:00,s3,3,0,1
511,21:35:00,21:35:00,s5,4,0,1
511,21:54:00,21:54:00,s7,5,0,0
511,21:58:00,21:58:00,s8,6,0,0
511,22:03:00,22:03:00,s9,7,0,0
511,22:07:00,22:07:00,s10,8,0,0
511,22:12:00,22:12:00,s11,9,0,0
511,22:17:00,22:17:00,s12,10,0,0
511,22:22:00,22:22:00,s13,11,0,0
511,22:29:00,22:29:00,s14,12,0,0
511,22:34:00,22:34:00,s15,13,0,0
511,22:40:00,22:40:00,s16,14,0,0
511,22:44:00,22:44:00,s17,15,0,0
511,23:02:00,23:02:00,s18,16,0,0
511,23:26:00,23:26:00,s19,17,0,0
513,23:15:00,23:15:00,s1,1,0,0
513,23:17:00,23:17:00,s2,2,0,1
513,23:20:00,23:20:00,s3,3,0,1
513,23:30:00,23:30:00,s5,4,0,1
513,23:49:00,23:49:00,s7,5,0,0
513,23:53:00,23:53:00,s8,6,0,0
513,23:58:00,23:58:00,s9,7,0,0
513,24:02:00,24:02:00,s10,8,0,0
513,24:07:00,24:07:00,s11,9,0,0
513,24:12:00,24:12:00,s12,10,0,0
513,24:17:00,24:17:00,s13,11,0,0
513,24:24:00,24:24:00,s14,12,0,0
513,24:29:00,24:29:00,s15,13,0,0
513,24:35:00,24:35:00,s16,14,0,0
513,24:39:00,24:39:00,s17,15,0,0
513,24:57:00,24:57:00,s18,16,0,0
513,25:21:00,25:21:00,s19,17,0,0
601,24:45:00,24:45:00,s1,1,0,0
601,24:47:00,24:47:00,s2,2,0,1
601,24:50:00,24:50:00,s3,3,0,1
601,25:00:00,25:00:00,s5,4,0,1
601,25:19:00,25:19:00,s7,5,0,0
601,25:23:00,25:23:00,s8,6,0,0
601,25:28:00,25:28:00,s9,7,0,0
601,25:36:00,25:36:00,s11,8,0,0
601,25:41:00,25:41:00,s12,9,0,0
601,25:46:00,25:46:00,s13,10,0,0
601,25:53:00,25:53:00,s14,11,0,0
601,25:58:00,25:58:00,s15,12,0,0
601,26:04:00,26:04:00,s16,13,0,0
601,26:10:00,26:10:00,s17,14,0,0
