trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint,checkpoint_id,continuous_pickup,continuous_drop_off
SPRING2025V2-715623-1024,11:09:00,11:09:00,PB-0212-S,30,,0,0,1,,,
SPRING2025V2-715623-1024,11:12:00,11:12:00,PB-0194-S,40,,0,0,1,,,
SPRING2025V2-715623-1024,11:17:00,11:17:00,PB-0158-S,50,,0,0,1,,,
SPRING2025V2-715623-1024,11:26:00,11:26:00,MM-0109-S,60,,0,0,0,,,
SPRING2025V2-715623-1024,11:32:00,11:32:00,MM-0079-S,70,,0,0,0,,,
SPRING2025V2-715623-1024,11:41:00,11:41:00,MM-0023-S,80,,0,0,0,,,
SPRING2025V2-715623-1024,11:51:00,11:51:00,NEC-2287,90,,1,0,1,,,
SPRING2025V2-715624-1026,12:45:00,12:45:00,KB-0351-S,0,,0,1,1,,,
SPRING2025V2-715624-1026,12:54:00,12:54:00,PB-0281-S,10,,0,0,1,,,
SPRING2025V2-715624-1026,12:59:00,12:59:00,PB-0245-S,20,,0,0,1,,,
SPRING2025V2-715624-1026,13:04:00,13:04:00,PB-0212-S,30,,0,0,1,,,
SPRING2025V2-715624-1026,13:07:00,13:07:00,PB-0194-S,40,,0,0,1,,,
SPRING2025V2-715624-1026,13:13:00,13:13:00,PB-0158-S,50,,0,0,1,,,
SPRING2025V2-715624-1026,13:21:00,13:21:00,MM-0109-S,60,,0,0,0,,,
SPRING2025V2-715624-1026,13:27:00,13:27:00,MM-0079-S,70,,0,0,0,,,
SPRING2025V2-715624-1026,13:36:00,13:36:00,MM-0023-S,80,,0,0,0,,,
SPRING2025V2-715624-1026,13:46:00,13:46:00,NEC-2287,90,,1,0,1,,,
SPRING2025V2-715625-1027,15:58:00,15:58:00,NEC-2287,0,,0,1,1,,,
SPRING2025V2-715625-1027,16:05:00,16:05:00,MM-0023-S,10,,0,0,1,,,
SPRING2025V2-715625-1027,16:14:00,16:14:00,MM-0079-S,20,,0,0,1,,,
SPRING2025V2-715625-1027,16:20:00,16:20:00,MM-0109-S,30,,0,0,1,,,
SPRING2025V2-715625-1027,16:27:00,16:27:00,PB-0158-S,40,,0,0,1,,,
SPRING2025V2-715625-1027,16:33:00,16:33:00,PB-0194-S,50,,0,0,1,,,
SPRING2025V2-715625-1027,16:36:00,16:36:00,PB-0212-S,60,,0,0,1,,,
SPRING2025V2-715625-1027,16:41:00,16:41:00,PB-0245-S,70,,0,0,1,,,
SPRING2025V2-715625-1027,16:47:00,16:47:00,PB-0281-S,80,,0,0,1,,,
SPRING2025V2-715625-1027,17:01:00,17:01:00,KB-0351-S,90,,1,0,1,,,
SPRING2025V2-715626-1028,14:17:00,14:17:00,KB-0351-S,0,,0,1,1,,,
SPRING2025V2-715626-1028,14:26:00,14:26:00,PB-0281-S,10,,0,0,1,,,
SPRING2025V2-715626-1028,14:31:00,14:31:00,PB-0245-S,20,,0,0,1,,,
SPRING2025V2-715626-1028,14:36:00,14:36:00,PB-0212-S,30,,0,0,1,,,
SPRING2025V2-715626-1028,14:39:00,14:39:00,PB-0194-S,40,,0,0,1,,,
SPRING2025V2-715626-1028,14:45:00,14:45:00,PB-0158-S,50,,0,0,1,,,
SPRING2025V2-715626-1028,14:53:00,14:53:00,MM-0109-S,60,,0,0,0,,,
SPRING2025V2-715626-1028,14:59:00,14:59:00,MM-0079-S,70,,0,0,0,,,
SPRING2025V2-715626-1028,15:08:00,15:08:00,MM-0023-S,80,,0,0,0,,,
SPRING2025V2-715626-1028,15:18:00,15:18:00,NEC-2287,90,,1,0,1,,,
SPRING2025V2-715627-1029,16:57:00,16:57:00,NEC-2287,0,,0,1,1,,,
SPRING2025V2-715627-1029,17:04:00,17:04:00,MM-0023-S,10,,0,0,1,,,
SPRING2025V2-715627-1029,17:13:00,17:13:00,MM-0079-S,20,,0,0,1,,,
SPRING2025V2-715627-1029,17:19:00,17:19:00,MM-0109-S,30,,0,0,1,,,
SPRING2025V2-715627-1029,17:26:00,17:26:00,PB-0158-S,40,,0,0,1,,,
SPRING2025V2-715627-1029,17:32:00,17:32:00,PB-0194-S,50,,0,0,1,,,
SPRING2025V2-715627-1029,17:35:00,17:35:00,PB-0212-S,60,,0,0,1,,,
SPRING2025V2-715627-1029,17:40:00,17:40:00,PB-0245-S,70,,0,0,1,,,
SPRING2025V2-715627-1029,17:46:00,17:46:00,PB-0281-S,80,,0,0,1,,,
SPRING2025V2-715627-1029,18:00:00,18:00:00,KB-0351-S,90,,1,0,1,,,
SPRING2025V2-715628-1031,17:30:00,17:30:00,NEC-2287,0,,0,1,1,,,
SPRING2025V2-715628-1031,17:37:00,17:37:00,MM-0023-S,10,,0,0,1,,,
SPRING2025V2-715628-1031,17:46:00,17:46:00,MM-0079-S,20,,0,0,1,,,
SPRING2025V2-715628-1031,17:52:00,17:52:00,MM-0109-S,30,,0,0,1,,,
SPRING2025V2-715628-1031,17:59:00,17:59:00,PB-0158-S,40,,0,0,1,,,
SPRING2025V2-715628-1031,18:05:00,18:05:00,PB-0194-S,50,,0,0,1,,,
SPRING2025V2-715628-1031,18:08:00,18:08:00,PB-0212-S,60,,0,0,1,,,
SPRING2025V2-715628-1031,18:13:00,18:13:00,PB-0245-S,70,,0,0,1,,,
SPRING2025V2-715628-1031,18:19:00,18:19:00,PB-0281-S,80,,0,0,1,,,
SPRING2025V2-715628-1031,18:33:00,18:33:00,KB-0351-S,90,,1,0,1,,,
SPRING2025V2-715629-1032,15:43:00,15:43:00,KB-0351-S,0,,0,1,1,,,
SPRING2025V2-715629-1032,15:52:00,15:52:00,PB-0281-S,10,,0,0,1,,,
SPRING2025V2-715629-1032,15:57:00,15:57:00,PB-0245-S,20,,0,0,1,,,
SPRING2025V2-715629-1032,16:02:00,16:02:00,PB-0212-S,30,,0,0,1,,,
SPRING2025V2-715629-1032,16:05:00,16:05:00,PB-0194-S,40,,0,0,1,,,
SPRING2025V2-715629-1032,16:11:00,16:11:00,PB-0158-S,50,,0,0,1,,,
SPRING2025V2-715629-1032,16:19:00,16:19:00,MM-0109-S,60,,0,0,0,,,
SPRING2025V2-715629-1032,16:25:00,16:25:00,MM-0079-S,70,,0,0,0,,,
SPRING2025V2-715629-1032,16:34:00,16:34:00,MM-0023-S,80,,0,0,0,,,
SPRING2025V2-715629-1032,16:44:00,16:44:00,NEC-2287,90,,1,0,1,,,
SPRING2025V2-715630-1035,18:18:00,18:18:00,NEC-2287,0,,0,1,1,,,
SPRING2025V2-715630-1035,18:25:00,18:25:00,MM-0023-S,10,,0,0,1,,,
SPRING2025V2-715630-1035,18:34:00,18:34:00,MM-0079-S,20,,0,0,1,,,
SPRING2025V2-715630-1035,18:40:00,18:40:00,MM-0109-S,30,,0,0,1,,,
SPRING2025V2-715630-1035,18:47:00,18:47:00,PB-0158-S,40,,0,0,1,,,
SPRING2025V2-715630-1035,18:53:00,18:53:00,PB-0194-S,50,,0,0,1,,,
SPRING2025V2-715630-1035,18:56:00,18:56:00,PB-0212-S,60,,0,0,1,,,
SPRING2025V2-715630-1035,19:01:00,19:01:00,PB-0245-S,70,,0,0,1,,,
SPRING2025V2-715630-1035,19:07:00,19:07:00,PB-0281-S,80,,0,0,1,,,
SPRING2025V2-715630-1035,19:20:00,19:20:00,KB-0351-S,90,,1,0,1,,,
SPRING2025V2-715631-1038,18:20:00,18:20:00,KB-0351-S,0,,0,1,1,,,
SPRING2025V2-715631-1038,18:34:00,18:34:00,PB-0281-S,10,,0,0,1,,,
SPRING2025V2-715631-1038,18:39:00,18:39:00,PB-0245-S,20,,0,0,1,,,
SPRING2025V2-715631-1038,18:44:00,18:44:00,PB-0212-S,30,,0,0,1,,,
SPRING2025V2-715631-1038,18:47:00,18:47:00,PB-0194-S,40,,0,0,1,,,
SPRING2025V2-715631-1038,18:54:00,18:54:00,PB-0158-S,50,,0,0,1,,,
SPRING2025V2-715631-1038,19:02:00,19:02:00,MM-0109-S,60,,0,0,0,,,
SPRING2025V2-715631-1038,19:08:00,19:08:00,MM-0079-S,70,,0,0,0,,,
SPRING2025V2-715631-1038,19:19:00,19:19:00,MM-0023-S,80,,0,0,0,,,
SPRING2025V2-715631-1038,19:28:00,19:28:00,NEC-2287,90,,1,0,1,,,
SPRING2025V2-715632-1039,19:50:00,19:50:00,NEC-2287,0,,0,1,1,,,
SPRING2025V2-715632-1039,19:57:00,19:57:00,MM-0023-S,10,,0,0,1,,,
SPRING2025V2-715632-1039,20:05:00,20:05:00,MM-0079-S,20,,0,0,1,,,
SPRING2025V2-715632-1039,20:11:00,20:11:00,MM-0109-S,30,,0,0,1,,,
SPRING2025V2-715632-1039,20:18:00,20:18:00,PB-0158-S,40,,0,0,1,,,
SPRING2025V2-715632-1039,20:24:00,20:24:00,PB-0194-S,50,,0,0,1,,,
SPRING2025V2-715632-1039,20:27:00,20:27:00,PB-0212-S,60,,0,0,1,,,
SPRING2025V2-715632-1039,20:32:00,20:32:00,PB-0245-S,70,,0,0,1,,,
SPRING2025V2-715632-1039,20:37:00,20:37:00,PB-0281-S,80,,0,0,1,,,
SPRING2025V2-715632-1039,20:50:00,20:50:00,KB-0351-S,90,,1,0,1,,,
SPRING2025V2-715633-1040,19:36:00,19:36:00,KB-0351-S,0,,0,1,1,,,
SPRING2025V2-715633-1040,19:45:00,19:45:00,PB-0281-S,10,,0,0,1,,,
SPRING2025V2-715633-1040,19:50:00,19:50:00,PB-0245-S,20,,0,0,1,,,
SPRING2025V2-715633-1040,19:55:00,19:55:00,PB-0212-S,30,,0,0,1,,,
SPRING2025V2-715633-1040,19:58:00,19:58:00,PB-0194-S,40,,0,0,1,,,
SPRING2025V2-715633-1040,20:03:00,20:03:00,PB-0158-S,50,,0,0,1,,,
SPRING2025V2-715633-1040,20:11:00,20:11:00,MM-0109-S,60,,0,0,0,,,
SPRING2025V2-715633-1040,20:17:00,20:17:00,MM-0079-S,70,,0,0,0,,,
SPRING2025V2-715633-1040,20:26:00,20:26:00,MM-0023-S,80,,0,0,0,,,
SPRING2025V2-715633-1040,20:35:00,20:35:00,NEC-2287,90,,1,0,1,,,
SPRING2025V2-715634-1043,21:40:00,21:40:00,NEC-2287,0,,0,1,1,,,
SPRING2025V2-715634-1043,21:47:00,21:47:00,MM-0023-S,10,,0,0,1,,,
SPRING2025V2-715634-1043,21:55:00,21:55:00,MM-0079-S,20,,0,0,1,,,
SPRING2025V2-715634-1043,22:01:00,22:01:00,MM-0109-S,30,,0,0,1,,,
SPRING2025V2-715634-1043,22:08:00,22:08:00,PB-0158-S,40,,0,0,1,,,
SPRING2025V2-715634-1043,22:14:00,22:14:00,PB-0194-S,50,,0,0,1,,,
SPRING2025V2-715634-1043,22:17:00,22:17:00,PB-0212-S,60,,0,0,1,,,
SPRING2025V2-715634-1043,22:22:00,22:22:00,PB-0245-S,70,,0,0,1,,,
SPRING2025V2-715634-1043,22:27:00,22:27:00,PB-0281-S,80,,0,0,1,,,
SPRING2025V2-715634-1043,22:40:00,22:40:00,KB-0351-S,90,,1,0,1,,,
SPRING2025V2-715635-1046,22:55:00,22:55:00,KB-0351-S,0,,0,1,1,,,
SPRING2025V2-715635-1046,23:04:00,23:04:00,PB-0281-S,10,,0,0,1,,,
SPRING2025V2-715635-1046,23:09:00,23:09:00,PB-0245-S,20,,0,0,1,,,
SPRING2025V2-715635-1046,23:14:00,23:14:00,PB-0212-S,30,,0,0,1,,,
SPRING2025V2-715635-1046,23:17:00,23:17:00,PB-0194-S,40,,0,0,1,,,
SPRING2025V2-715635-1046,23:22:00,23:22:00,PB-0158-S,50,,0,0,1,,,
SPRING2025V2-715635-1046,23:32:00,23:32:00,MM-0109-S,60,,1,0,1,,,
SPRING2025V2-715636-1047,24:25:00,24:25:00,MM-0109-S,0,,0,1,1,,,
SPRING2025V2-715636-1047,24:32:00,24:32:00,PB-0158-S,10,,0,0,1,,,
SPRING2025V2-715636-1047,24:37:00,24:37:00,PB-0194-S,20,,0,0,1,,,
SPRING2025V2-715636-1047,24:40:00,24:40:00,PB-0212-S,30,,0,0,1,,,
SPRING2025V2-715636-1047,24:45:00,24:45:00,PB-0245-S,40,,0,0,1,,,
SPRING2025V2-715636-1047,24:50:00,24:50:00,PB-0281-S,50,,0,0,1,,,
SPRING2025V2-715636-1047,25:02:00,25:02:00,KB-0351-S,60,,1,0,1,,,
SPRING2025V2-715637-1054,05:15:00,05:15:00,GRB-0276-S,0,,0,1,1,,,
SPRING2025V2-715637-1054,05:22:00,05:22:00,GRB-0233-S,10,,0,0,1,,,
SPRING2025V2-715637-1054,05:29:00,05:29:00,GRB-0199-S,20,,0,0,1,,,
SPRING2025V2-715637-1054,05:32:00,05:32:00,GRB-0183-S,30,,0,0,1,,,
SPRING2025V2-715637-1054,05:37:00,05:37:00,GRB-0162-S,40,,0,0,1,,,
SPRING2025V2-715637-1054,05:41:00,05:41:00,GRB-0146-S,50,,0,0,1,,,
SPRING2025V2-715637-1054,05:46:00,05:46:00,GRB-0118-S,60,,0,0,1,,,
SPRING2025V2-715637-1054,05:56:00,05:56:00,MM-0079-S,70,,0,0,0,,,
SPRING2025V2-715637-1054,06:04:00,06:04:00,MM-0023-S,80,,0,0,0,,,
SPRING2025V2-715637-1054,06:13:00,06:13:00,NEC-2287,90,,1,0,1,,,
SPRING2025V2-715638-1057,07:05:00,07:05:00,NEC-2287,0,,0,1,1,,,
SPRING2025V2-715638-1057,07:12:00,07:12:00,MM-0023-S,10,,0,0,1,,,
SPRING2025V2-715638-1057,07:21:00,07:21:00,MM-0079-S,20,,0,0,1,,,
SPRING2025V2-715638-1057,07:33:00,07:33:00,GRB-0118-S,30,,0,0,1,,,
SPRING2025V2-715638-1057,07:38:00,07:38:00,GRB-0146-S,40,,0,0,1,,,
SPRING2025V2-715638-1057,07:41:00,07:41:00,GRB-0162-S,50,,0,0,1,,,
SPRING2025V2-715638-1057,07:46:00,07:46:00,GRB-0183-S,60,,0,0,1,,,
SPRING2025V2-715638-1057,07:49:00,07:49:00,GRB-0199-S,70,,0,0,1,,,
SPRING2025V2-715638-1057,08:00:00,08:00:00,GRB-0233-S,80,,0,0,1,,,
SPRING2025V2-715638-1057,08:10:00,08:10:00,GRB-0276-S,90,,1,0,1,,,
SPRING2025V2-715639-1058,06:10:00,06:10:00,GRB-0276-S,0,,0,1,1,,,
SPRING2025V2-715639-1058,06:17:00,06:17:00,GRB-0233-S,10,,0,0,1,,,
SPRING2025V2-715639-1058,06:24:00,06:24:00,GRB-0199-S,20,,0,0,1,,,
SPRING2025V2-715639-1058,06:27:00,06:27:00,GRB-0183-S,30,,0,0,1,,,
SPRING2025V2-715639-1058,06:32:00,06:32:00,GRB-0162-S,40,,0,0,1,,,
SPRING2025V2-715639-1058,06:36:00,06:36:00,GRB-0146-S,50,,0,0,1,,,
SPRING2025V2-715639-1058,06:42:00,06:42:00,GRB-0118-S,60,,0,0,1,,,
SPRING2025V2-715639-1058,06:52:00,06:52:00,MM-0079-S,70,,0,0,0,,,
SPRING2025V2-715639-1058,07:01:00,07:01:00,MM-0023-S,80,,0,0,0,,,
SPRING2025V2-715639-1058,07:10:00,07:10:00,NEC-2287,90,,1,0,1,,,
SPRING2025V2-715640-1060,06:55:00,06:55:00,GRB-0276-S,0,,0,1,1,,,
SPRING2025V2-715640-1060,07:02:00,07:02:00,GRB-0233-S,10,,0,0,1,,,
SPRING2025V2-715640-1060,07:09:00,07:09:00,GRB-0199-S,20,,0,0,1,,,
SPRING2025V2-715640-1060,07:12:00,07:12:00,GRB-0183-S,30,,0,0,1,,,
SPRING2025V2-715640-1060,07:17:00,07:17:00,GRB-0162-S,40,,0,0,1,,,
SPRING2025V2-715640-1060,07:22:00,07:22:00,GRB-0146-S,50,,0,0,1,,,
SPRING2025V2-715640-1060,07:28:00,07:28:00,GRB-0118-S,60,,0,0,1,,,
SPRING2025V2-715640-1060,07:39:00,07:39:00,MM-0079-S,70,,0,0,0,,,
SPRING2025V2-715640-1060,07:48:00,07:48:00,MM-0023-S,80,,0,0,0,,,
SPRING2025V2-715640-1060,07:57:00,07:57:00,NEC-2287,90,,1,0,1,,,
SPRING2025V2-715641-1061,09:02:00,09:02:00,NEC-2287,0,,0,1,1,,,
SPRING2025V2-715641-1061,09:08:00,09:08:00,MM-0023-S,10,,0,0,1,,,
SPRING2025V2-715641-1061,09:17:00,09:17:00,MM-0079-S,20,,0,0,1,,,
SPRING2025V2-715641-1061,09:27:00,09:27:00,GRB-0118-S,30,,0,0,1,,,
SPRING2025V2-715641-1061,09:32:00,09:32:00,GRB-0146-S,40,,0,0,1,,,
SPRING2025V2-715641-1061,09:42:00,09:42:00,GRB-0162-S,50,,0,0,1,,,
SPRING2025V2-715641-1061,09:47:00,09:47:00,GRB-0183-S,60,,0,0,1,,,
SPRING2025V2-715641-1061,09:50:00,09:50:00,GRB-0199-S,70,,0,0,1,,,
SPRING2025V2-715641-1061,09:57:00,09:57:00,GRB-0233-S,80,,0,0,1,,,
SPRING2025V2-715641-1061,10:07:00,10:07:00,GRB-0276-S,90,,1,0,1,,,
SPRING2025V2-715642-1063,10:15:00,10:15:00,NEC-2287,0,,0,1,1,,,
SPRING2025V2-715642-1063,10:22:00,10:22:00,MM-0023-S,10,,0,0,1,,,
SPRING2025V2-715642-1063,10:31:00,10:31:00,MM-0079-S,20,,0,0,1,,,
SPRING2025V2-715642-1063,10:40:00,10:40:00,GRB-0118-S,30,,0,0,1,,,
SPRING2025V2-715642-1063,10:45:00,10:45:00,GRB-0146-S,40,,0,0,1,,,
SPRING2025V2-715642-1063,10:51:00,10:51:00,GRB-0162-S,50,,0,0,1,,,
SPRING2025V2-715642-1063,10:56:00,10:56:00,GRB-0183-S,60,,0,0,1,,,
SPRING2025V2-715642-1063,10:59:00,10:59:00,GRB-0199-S,70,,0,0,1,,,
SPRING2025V2-715642-1063,11:06:00,11:06:00,GRB-0233-S,80,,0,0,1,,,
SPRING2025V2-715642-1063,11:16:00,11:16:00,GRB-0276-S,90,,1,0,1,,,
SPRING2025V2-715643-1064,07:42:00,07:42:00,GRB-0276-S,0,,0,1,1,,,
SPRING2025V2-715643-1064,07:49:00,07:49:00,GRB-0233-S,10,,0,0,1,,,
SPRING2025V2-715643-1064,07:57:00,07:57:00,GRB-0199-S,20,,0,0,1,,,
SPRING2025V2-715643-1064,08:00:00,08:00:00,GRB-0183-S,30,,0,0,1,,,
SPRING2025V2-715643-1064,08:05:00,08:05:00,GRB-0162-S,40,,0,0,1,,,
SPRING2025V2-715643-1064,08:09:00,08:09:00,GRB-0146-S,50,,0,0,1,,,
SPRING2025V2-715643-1064,08:15:00,08:15:00,GRB-0118-S,60,,0,0,1,,,
SPRING2025V2-715643-1064,08:25:00,08:25:00,MM-0079-S,70,,0,0,0,,,
SPRING2025V2-715643-1064,08:34:00,08:34:00,MM-0023-S,80,,0,0,0,,,
SPRING2025V2-715643-1064,08:43:00,08:43:00,NEC-2287,90,,1,0,1,,,
SPRING2025V2-715644-1065,11:52:00,11:52:00,NEC-2287,0,,0,1,1,,,
SPRING2025V2-715644-1065,11:59:00,11:59:00,MM-0023-S,10,,0,0,1,,,
SPRING2025V2-715644-1065,12:08:00,12:08:00,MM-0079-S,20,,0,0,1,,,
SPRING2025V2-715644-1065,12:17:00,12:17:00,GRB-0118-S,30,,0,0,1,,,
SPRING2025V2-715644-1065,12:22:00,12:22:00,GRB-0146-S,40,,0,0,1,,,
SPRING2025V2-715644-1065,12:28:00,12:28:00,GRB-0162-S,50,,0,0,1,,,
SPRING2025V2-715644-1065,12:33:00,12:33:00,GRB-0183-S,60,,0,0,1,,,
SPRING2025V2-715644-1065,12:36:00,12:36:00,GRB-0199-S,70,,0,0,1,,,
SPRING2025V2-715644-1065,12:43:00,12:43:00,GRB-0233-S,80,,0,0,1,,,
SPRING2025V2-715644-1065,12:53:00,12:53:00,GRB-0276-S,90,,1,0,1,,,
SPRING2025V2-715645-1069,13:43:00,13:43:00,NEC-2287,0,,0,1,1,,,
SPRING2025V2-715645-1069,13:50:00,13:50:00,MM-0023-S,10,,0,0,1,,,
SPRING2025V2-715645-1069,13:58:00,13:58:00,MM-0079-S,20,,0,0,1,,,
SPRING2025V2-715645-1069,14:07:00,14:07:00,GRB-0118-S,30,,0,0,1,,,
SPRING2025V2-715645-1069,14:12:00,14:12:00,GRB-0146-S,40,,0,0,1,,,
SPRING2025V2-715645-1069,14:15:00,14:15:00,GRB-0162-S,50,,0,0,1,,,
SPRING2025V2-715645-1069,14:20:00,14:20:00,GRB-0183-S,60,,0,0,1,,,
SPRING2025V2-715645-1069,14:23:00,14:23:00,GRB-0199-S,70,,0,0,1,,,
SPRING2025V2-715645-1069,14:30:00,14:30:00,GRB-0233-S,80,,0,0,1,,,
SPRING2025V2-715645-1069,14:40:00,14:40:00,GRB-0276-S,90,,1,0,1,,,
SPRING2025V2-715646-1070,09:15:00,09:15:00,GRB-0276-S,0,,0,1,1,,,
SPRING2025V2-715646-1070,09:22:00,09:22:00,GRB-0233-S,10,,0,0,1,,,
SPRING2025V2-715646-1070,09:29:00,09:29:00,GRB-0199-S,20,,0,0,1,,,
SPRING2025V2-715646-1070,09:32:00,09:32:00,GRB-0183-S,30,,0,0,1,,,
SPRING2025V2-715646-1070,09:37:00,09:37:00,GRB-0162-S,40,,0,0,1,,,
SPRING2025V2-715646-1070,09:41:00,09:41:00,GRB-0146-S,50,,0,0,1,,,
SPRING2025V2-715646-1070,09:46:00,09:46:00,GRB-0118-S,60,,0,0,1,,,
SPRING2025V2-715646-1070,09:56:00,09:56:00,MM-0079-S,70,,0,0,0,,,
SPRING2025V2-715646-1070,10:05:00,10:05:00,MM-0023-S,80,,0,0,0,,,
SPRING2025V2-715646-1070,10:15:00,10:15:00,NEC-2287,90,,1,0,1,,,
SPRING2025V2-715647-1072,10:23:00,10:23:00,GRB-0276-S,0,,0,1,1,,,
SPRING2025V2-715647-1072,10:30:00,10:30:00,GRB-0233-S,10,,0,0,1,,,
SPRING2025V2-715647-1072,10:37:00,10:37:00,GRB-0199-S,20,,0,0,1,,,
SPRING2025V2-715647-1072,10:40:00,10:40:00,GRB-0183-S,30,,0,0,1,,,
SPRING2025V2-715647-1072,10:45:00,10:45:00,GRB-0162-S,40,,0,0,1,,,
SPRING2025V2-715647-1072,10:52:00,10:52:00,GRB-0146-S,50,,0,0,1,,,
SPRING2025V2-715647-1072,10:57:00,10:57:00,GRB-0118-S,60,,0,0,1,,,
SPRING2025V2-715647-1072,11:07:00,11:07:00,MM-0079-S,70,,0,0,0,,,
SPRING2025V2-715647-1072,11:16:00,11:16:00,MM-0023-S,80,,0,0,0,,,
SPRING2025V2-715647-1072,11:26:00,11:26:00,NEC-2287,90,,1,0,1,,,
SPRING2025V2-715648-1073,15:22:00,15:22:00,NEC-2287,0,,0,1,1,,,
SPRING2025V2-715648-1073,15:29:00,15:29:00,MM-0023-S,10,,0,0,1,,,
SPRING2025V2-715648-1073,15:38:00,15:38:00,MM-0079-S,20,,0,0,1,,,
SPRING2025V2-715648-1073,15:47:00,15:47:00,GRB-0118-S,30,,0,0,1,,,
SPRING2025V2-715648-1073,15:52:00,15:52:00,GRB-0146-S,40,,0,0,1,,,
SPRING2025V2-715648-1073,15:56:00,15:56:00,GRB-0162-S,50,,0,0,1,,,
SPRING2025V2-715648-1073,16:01:00,16:01:00,GRB-0183-S,60,,0,0,1,,,
SPRING2025V2-715648-1073,16:04:00,16:04:00,GRB-0199-S,70,,0,0,1,,,
SPRING2025V2-715648-1073,16:11:00,16:11:00,GRB-0233-S,80,,0,0,1,,,
SPRING2025V2-715648-1073,16:22:00,16:22:00,GRB-0276-S,90,,1,0,1,,,
SPRING2025V2-715649-1074,12:00:00,12:00:00,GRB-0276-S,0,,0,1,1,,,
SPRING2025V2-715649-1074,12:07:00,12:07:00,GRB-0233-S,10,,0,0,1,,,
SPRING2025V2-715649-1074,12:14:00,12:14:00,GRB-0199-S,20,,0,0,1,,,
SPRING2025V2-715649-1074,12:17:00,12:17:00,GRB-0183-S,30,,0,0,1,,,
SPRING2025V2-715649-1074,12:22:00,12:22:00,GRB-0162-S,40,,0,0,1,,,
SPRING2025V2-715649-1074,12:28:00,12:28:00,GRB-0146-S,50,,0,0,1,,,
SPRING2025V2-715649-1074,12:34:00,12:34:00,GRB-0118-S,60,,0,0,1,,,
SPRING2025V2-715649-1074,12:44:00,12:44:00,MM-0079-S,70,,0,0,0,,,
SPRING2025V2-715649-1074,12:53:00,12:53:00,MM-0023-S,80,,0,0,0,,,
SPRING2025V2-715649-1074,13:03:00,13:03:00,NEC-2287,90,,1,0,1,,,
SPRING2025V2-715650-1077,16:18:00,16:18:00,NEC-2287,0,,0,1,1,,,
SPRING2025V2-715650-1077,16:25:00,16:25:00,MM-0023-S,10,,0,0,1,,,
SPRING2025V2-715650-1077,16:34:00,16:34:00,MM-0079-S,20,,0,0,1,,,
SPRING2025V2-715650-1077,16:43:00,16:43:00,GRB-0118-S,30,,0,0,1,,,
SPRING2025V2-715650-1077,16:48:00,16:48:00,GRB-0146-S,40,,0,0,1,,,
SPRING2025V2-715650-1077,16:52:00,16:52:00,GRB-0162-S,50,,0,0,1,,,
SPRING2025V2-715650-1077,16:57:00,16:57:00,GRB-0183-S,60,,0,0,1,,,
SPRING2025V2-715650-1077,17:00:00,17:00:00,GRB-0199-S,70,,0,0,1,,,
SPRING2025V2-715650-1077,17:07:00,17:07:00,GRB-0233-S,80,,0,0,1,,,
SPRING2025V2-715650-1077,17:18:00,17:18:00,GRB-0276-S,90,,1,0,1,,,
SPRING2025V2-715651-1078,13:09:00,13:09:00,GRB-0276-S,0,,0,1,1,,,
SPRING2025V2-715651-1078,13:16:00,13:16:00,GRB-0233-S,10,,0,0,1,,,
SPRING2025V2-715651-1078,13:23:00,13:23:00,GRB-0199-S,20,,0,0,1,,,
SPRING2025V2-715651-1078,13:26:00,13:26:00,GRB-0183-S,30,,0,0,1,,,
SPRING2025V2-715651-1078,13:31:00,13:31:00,GRB-0162-S,40,,0,0,1,,,
SPRING2025V2-715651-1078,13:35:00,13:35:00,GRB-0146-S,50,,0,0,1,,,
SPRING2025V2-715651-1078,13:40:00,13:40:00,GRB-0118-S,60,,0,0,1,,,
SPRING2025V2-715651-1078,13:49:00,13:49:00,MM-0079-S,70,,0,0,0,,,
SPRING2025V2-715651-1078,13:58:00,13:58:00,MM-0023-S,80,,0,0,0,,,
SPRING2025V2-715651-1078,14:08:00,14:08:00,NEC-2287,90,,1,0,1,,,
SPRING2025V2-715652-1081,17:13:00,17:13:00,NEC-2287,0,,0,1,1,,,
SPRING2025V2-715652-1081,17:20:00,17:20:00,MM-0023-S,10,,0,0,1,,,
SPRING2025V2-715652-1081,17:29:00,17:29:00,MM-0079-S,20,,0,0,1,,,
SPRING2025V2-715652-1081,17:38:00,17:38:00,GRB-0118-S,30,,0,0,1,,,
SPRING2025V2-715652-1081,17:43:00,17:43:00,GRB-0146-S,40,,0,0,1,,,
SPRING2025V2-715652-1081,17:47:00,17:47:00,GRB-0162-S,50,,0,0,1,,,
SPRING2025V2-715652-1081,17:52:00,17:52:00,GRB-0183-S,60,,0,0,1,,,
SPRING2025V2-715652-1081,17:55:00,17:55:00,GRB-0199-S,70,,0,0,1,,,
SPRING2025V2-715652-1081,18:02:00,18:02:00,GRB-0233-S,80,,0,0,1,,,
SPRING2025V2-715652-1081,18:13:00,18:13:00,GRB-0276-S,90,,1,0,1,,,
SPRING2025V2-715653-1082,15:09:00,15:09:00,GRB-0276-S,0,South Station (Express to JFK/UMass after Weymouth Landing/East Braintree),0,1,1,,,
SPRING2025V2-715653-1082,15:16:00,15:16:00,GRB-0233-S,10,South Station (Express to JFK/UMass after Weymouth Landing/East Braintree),0,0,1,,,
