trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint,checkpoint_id,continuous_pickup,continuous_drop_off
AttleboroWork-715730-1708,05:57:00,05:57:00,FS-0049-S,0,South Station via Fairmount & Back Bay,0,1,1,,,
AttleboroWork-715730-1708,06:10:00,06:10:00,FB-0166-S,10,South Station via Fairmount & Back Bay,0,0,1,,,
AttleboroWork-715730-1708,06:14:00,06:14:00,FB-0148-02,20,South Station via Fairmount & Back Bay,0,0,1,,,
AttleboroWork-715730-1708,06:16:00,06:16:00,FB-0143-02,30,South Station via Fairmount & Back Bay,0,0,1,,,
AttleboroWork-715730-1708,06:19:00,06:19:00,FB-0125-02,40,South Station via Fairmount & Back Bay,0,0,1,,,
AttleboroWork-715730-1708,06:22:00,06:22:00,FB-0118-02,50,South Station via Fairmount & Back Bay,0,0,1,,,
AttleboroWork-715730-1708,06:25:00,06:25:00,FB-0109-02,60,South Station via Fairmount & Back Bay,0,0,1,,,
AttleboroWork-715730-1708,06:30:00,06:30:00,FB-0095-04,70,South Station via Fairmount,0,0,1,,,
AttleboroWork-715730-1708,06:33:00,06:33:00,DB-2205-02,80,,0,0,1,,,
AttleboroWork-715730-1708,06:36:00,06:36:00,DB-2222-02,90,,0,0,1,,,
AttleboroWork-715730-1708,06:38:00,06:38:00,DB-2230-02,100,,0,0,1,,,
AttleboroWork-715730-1708,06:41:00,06:41:00,DB-2240-02,110,,0,0,1,,,
AttleboroWork-715730-1708,06:44:00,06:44:00,DB-2249-02,120,,0,0,1,,,
AttleboroWork-715730-1708,06:47:00,06:47:00,DB-2258-02,130,,0,0,1,,,
AttleboroWork-715730-1708,06:49:00,06:49:00,DB-2265-02,140,,0,0,1,,,
AttleboroWork-715730-1708,07:00:00,07:00:00,NEC-2287,150,,1,0,1,,,
AttleboroWork-715731-1709,05:47:00,05:47:00,NEC-2287,0,Foxboro via Fairmount,0,1,1,,,
AttleboroWork-715731-1709,05:55:00,05:55:00,DB-2265-01,10,,0,0,1,,,
AttleboroWork-715731-1709,05:57:00,05:57:00,DB-2258-01,20,,0,0,1,,,
AttleboroWork-715731-1709,06:00:00,06:00:00,DB-2249-01,30,,0,0,1,,,
AttleboroWork-715731-1709,06:03:00,06:03:00,DB-2240-01,40,,0,0,1,,,
AttleboroWork-715731-1709,06:06:00,06:06:00,DB-2230-01,50,,0,0,1,,,
AttleboroWork-715731-1709,06:08:00,06:08:00,DB-2222-01,60,,0,0,1,,,
AttleboroWork-715731-1709,06:11:00,06:11:00,DB-2205-01,70,,0,0,1,,,
AttleboroWork-715731-1709,06:17:00,06:17:00,FB-0095-04,80,,0,0,1,,,
AttleboroWork-715731-1709,06:21:00,06:21:00,FB-0109-01,90,,0,0,1,,,
AttleboroWork-715731-1709,06:23:00,06:23:00,FB-0118-01,100,,0,0,1,,,
AttleboroWork-715731-1709,06:26:00,06:26:00,FB-0125-01,110,,0,0,1,,,
AttleboroWork-715731-1709,06:29:00,06:29:00,FB-0143-01,120,,0,0,1,,,
AttleboroWork-715731-1709,06:31:00,06:31:00,FB-0148-01,130,,0,0,1,,,
AttleboroWork-715731-1709,06:33:00,06:33:00,FB-0166-S,140,,3,3,1,,,
AttleboroWork-715731-1709,06:50:00,06:50:00,FS-0049-S,150,,1,0,1,,,
AttleboroWork-715732-1716,07:15:00,07:15:00,FS-0049-S,0,South Station via Back Bay,0,1,1,,,
AttleboroWork-715732-1716,07:28:00,07:28:00,FB-0166-S,10,South Station via Back Bay,0,0,1,,,
AttleboroWork-715732-1716,07:32:00,07:32:00,FB-0148-02,20,South Station via Back Bay,0,0,1,,,
AttleboroWork-715732-1716,07:35:00,07:35:00,FB-0143-02,30,South Station via Back Bay,0,0,1,,,
AttleboroWork-715732-1716,07:38:00,07:38:00,FB-0125-02,40,South Station via Back Bay,0,0,1,,,
AttleboroWork-715732-1716,07:41:00,07:41:00,FB-0118-02,50,South Station via Back Bay,0,0,1,,,
AttleboroWork-715732-1716,07:44:00,07:44:00,FB-0109-02,60,South Station via Back Bay,0,0,1,,,
AttleboroWork-715732-1716,07:48:00,07:48:00,FB-0095-05,70,South Station via Back Bay,0,0,1,,,
AttleboroWork-715732-1716,07:58:00,07:58:00,NEC-2237-03,80,,0,0,0,,,
AttleboroWork-715732-1716,08:03:00,08:03:00,NEC-2265-03,90,,0,0,0,,,
AttleboroWork-715732-1716,08:07:00,08:07:00,NEC-2276-03,100,,0,0,0,,,
AttleboroWork-715732-1716,08:13:00,08:13:00,NEC-2287,110,,1,0,1,,,
AttleboroWork-715733-1719,07:20:00,07:20:00,NEC-2287,0,Foxboro via Back Bay,0,1,1,,,
AttleboroWork-715733-1719,07:25:00,07:25:00,NEC-2276-01,10,,0,0,1,,,
AttleboroWork-715733-1719,07:28:00,07:28:00,NEC-2265-01,20,,0,0,1,,,
AttleboroWork-715733-1719,07:37:00,07:37:00,FB-0095-05,30,,0,0,1,,,
AttleboroWork-715733-1719,07:41:00,07:41:00,FB-0109-01,40,,0,0,1,,,
AttleboroWork-715733-1719,07:43:00,07:43:00,FB-0118-01,50,,0,0,1,,,
AttleboroWork-715733-1719,07:46:00,07:46:00,FB-0125-01,60,,0,0,1,,,
AttleboroWork-715733-1719,07:49:00,07:49:00,FB-0143-01,70,,0,0,1,,,
AttleboroWork-715733-1719,07:53:00,07:53:00,FB-0148-01,80,,0,0,1,,,
AttleboroWork-715733-1719,07:58:00,07:58:00,FB-0166-S,90,,3,3,1,,,
AttleboroWork-715733-1719,08:15:00,08:15:00,FS-0049-S,100,,1,0,1,,,
AttleboroWork-715734-1725,08:43:00,08:43:00,NEC-2287,0,Foxboro via Back Bay,0,1,1,,,
AttleboroWork-715734-1725,08:48:00,08:48:00,NEC-2276-01,10,,0,0,1,,,
AttleboroWork-715734-1725,08:51:00,08:51:00,NEC-2265-01,20,,0,0,1,,,
AttleboroWork-715734-1725,09:01:00,09:01:00,FB-0095-05,30,,0,0,1,,,
AttleboroWork-715734-1725,09:06:00,09:06:00,FB-0109-01,40,,0,0,1,,,
AttleboroWork-715734-1725,09:09:00,09:09:00,FB-0118-01,50,,0,0,1,,,
AttleboroWork-715734-1725,09:12:00,09:12:00,FB-0125-01,60,,0,0,1,,,
AttleboroWork-715734-1725,09:15:00,09:15:00,FB-0143-01,70,,0,0,1,,,
AttleboroWork-715734-1725,09:17:00,09:17:00,FB-0148-01,80,,0,0,1,,,
AttleboroWork-715734-1725,09:20:00,09:20:00,FB-0166-S,90,,3,3,1,,,
AttleboroWork-715734-1725,09:37:00,09:37:00,FS-0049-S,100,,1,0,1,,,
AttleboroWork-715735-1726,08:45:00,08:45:00,FS-0049-S,0,South Station via Back Bay,0,1,1,,,
AttleboroWork-715735-1726,08:58:00,08:58:00,FB-0166-S,10,South Station via Back Bay,0,0,1,,,
AttleboroWork-715735-1726,09:02:00,09:02:00,FB-0148-02,20,South Station via Back Bay,0,0,1,,,
AttleboroWork-715735-1726,09:04:00,09:04:00,FB-0143-02,30,South Station via Back Bay,0,0,1,,,
AttleboroWork-715735-1726,09:07:00,09:07:00,FB-0125-02,40,South Station via Back Bay,0,0,1,,,
AttleboroWork-715735-1726,09:10:00,09:10:00,FB-0118-02,50,South Station via Back Bay,0,0,1,,,
AttleboroWork-715735-1726,09:13:00,09:13:00,FB-0109-02,60,South Station via Back Bay,0,0,1,,,
AttleboroWork-715735-1726,09:17:00,09:17:00,FB-0095-05,70,South Station via Back Bay,0,0,1,,,
AttleboroWork-715735-1726,09:29:00,09:29:00,NEC-2265-03,80,,0,0,0,,,
AttleboroWork-715735-1726,09:33:00,09:33:00,NEC-2276-03,90,,0,0,0,,,
AttleboroWork-715735-1726,09:39:00,09:39:00,NEC-2287,100,,1,0,1,,,
AttleboroWork-715736-1731,10:35:00,10:35:00,NEC-2287,0,Foxboro via Back Bay,0,1,1,,,
AttleboroWork-715736-1731,10:40:00,10:40:00,NEC-2276-01,10,,0,0,1,,,
AttleboroWork-715736-1731,10:43:00,10:43:00,NEC-2265-01,20,,0,0,1,,,
AttleboroWork-715736-1731,10:51:00,10:51:00,NEC-2203-03,30,,0,0,1,,,
AttleboroWork-715736-1731,10:55:00,10:55:00,FB-0095-05,40,,0,0,1,,,
AttleboroWork-715736-1731,10:59:00,10:59:00,FB-0109-01,50,,0,0,1,,,
AttleboroWork-715736-1731,11:01:00,11:01:00,FB-0118-01,60,,0,0,1,,,
AttleboroWork-715736-1731,11:04:00,11:04:00,FB-0125-01,70,,0,0,1,,,
AttleboroWork-715736-1731,11:07:00,11:07:00,FB-0143-01,80,,0,0,1,,,
AttleboroWork-715736-1731,11:09:00,11:09:00,FB-0148-01,90,,0,0,1,,,
AttleboroWork-715736-1731,11:12:00,11:12:00,FB-0166-S,100,,3,3,1,,,
AttleboroWork-715736-1731,11:29:00,11:29:00,FS-0049-S,110,,1,0,1,,,
AttleboroWork-715737-1732,10:36:00,10:36:00,FS-0049-S,0,South Station via Back Bay,0,1,1,,,
AttleboroWork-715737-1732,10:49:00,10:49:00,FB-0166-S,10,South Station via Back Bay,3,3,1,,,
AttleboroWork-715737-1732,10:53:00,10:53:00,FB-0148-02,20,South Station via Back Bay,0,0,1,,,
AttleboroWork-715737-1732,10:55:00,10:55:00,FB-0143-02,30,South Station via Back Bay,0,0,1,,,
AttleboroWork-715737-1732,10:58:00,10:58:00,FB-0125-02,40,South Station via Back Bay,0,0,1,,,
AttleboroWork-715737-1732,11:01:00,11:01:00,FB-0118-02,50,South Station via Back Bay,0,0,1,,,
AttleboroWork-715737-1732,11:04:00,11:04:00,FB-0109-02,60,South Station via Back Bay,0,0,1,,,
AttleboroWork-715737-1732,11:08:00,11:08:00,FB-0095-05,70,South Station via Back Bay,0,0,1,,,
AttleboroWork-715737-1732,11:19:00,11:19:00,NEC-2265-03,80,,0,0,0,,,
AttleboroWork-715737-1732,11:23:00,11:23:00,NEC-2276-03,90,,0,0,0,,,
AttleboroWork-715737-1732,11:29:00,11:29:00,NEC-2287,100,,1,0,1,,,
AttleboroWork-715738-1739,12:28:00,12:28:00,NEC-2287,0,Foxboro via Back Bay,0,1,1,,,
AttleboroWork-715738-1739,12:33:00,12:33:00,NEC-2276-01,10,,0,0,1,,,
AttleboroWork-715738-1739,12:36:00,12:36:00,NEC-2265-01,20,,0,0,1,,,
AttleboroWork-715738-1739,12:45:00,12:45:00,FB-0095-05,30,,0,0,1,,,
AttleboroWork-715738-1739,12:49:00,12:49:00,FB-0109-01,40,,0,0,1,,,
AttleboroWork-715738-1739,12:51:00,12:51:00,FB-0118-01,50,,0,0,1,,,
AttleboroWork-715738-1739,12:54:00,12:54:00,FB-0125-01,60,,0,0,1,,,
AttleboroWork-715738-1739,12:57:00,12:57:00,FB-0143-01,70,,0,0,1,,,
AttleboroWork-715738-1739,12:59:00,12:59:00,FB-0148-01,80,,0,0,1,,,
AttleboroWork-715738-1739,13:02:00,13:02:00,FB-0166-S,90,,3,3,1,,,
AttleboroWork-715738-1739,13:19:00,13:19:00,FS-0049-S,100,,1,0,1,,,
AttleboroWork-715739-1740,12:31:00,12:31:00,FS-0049-S,0,South Station via Back Bay,0,1,1,,,
AttleboroWork-715739-1740,12:44:00,12:44:00,FB-0166-S,10,South Station via Back Bay,3,3,1,,,
AttleboroWork-715739-1740,12:48:00,12:48:00,FB-0148-02,20,South Station via Back Bay,0,0,1,,,
AttleboroWork-715739-1740,12:50:00,12:50:00,FB-0143-02,30,South Station via Back Bay,0,0,1,,,
AttleboroWork-715739-1740,12:53:00,12:53:00,FB-0125-02,40,South Station via Back Bay,0,0,1,,,
AttleboroWork-715739-1740,12:56:00,12:56:00,FB-0118-02,50,South Station via Back Bay,0,0,1,,,
AttleboroWork-715739-1740,12:59:00,12:59:00,FB-0109-02,60,South Station via Back Bay,0,0,1,,,
AttleboroWork-715739-1740,13:03:00,13:03:00,FB-0095-05,70,South Station via Back Bay,0,0,1,,,
AttleboroWork-715739-1740,13:14:00,13:14:00,NEC-2265-02,80,,0,0,0,,,
AttleboroWork-715739-1740,13:18:00,13:18:00,NEC-2276-02,90,,0,0,0,,,
AttleboroWork-715739-1740,13:24:00,13:24:00,NEC-2287,100,,1,0,1,,,
AttleboroWork-715740-1747,14:28:00,14:28:00,NEC-2287,0,Foxboro via Back Bay,0,1,1,,,
AttleboroWork-715740-1747,14:33:00,14:33:00,NEC-2276-01,10,,0,0,1,,,
AttleboroWork-715740-1747,14:37:00,14:37:00,NEC-2265-01,20,,0,0,1,,,
AttleboroWork-715740-1747,14:42:00,14:42:00,NEC-2237-03,30,,0,0,1,,,
AttleboroWork-715740-1747,14:47:00,14:47:00,NEC-2203-03,40,,0,0,1,,,
AttleboroWork-715740-1747,14:51:00,14:51:00,FB-0095-05,50,,0,0,1,,,
AttleboroWork-715740-1747,14:55:00,14:55:00,FB-0109-01,60,,0,0,1,,,
AttleboroWork-715740-1747,14:57:00,14:57:00,FB-0118-01,70,,0,0,1,,,
AttleboroWork-715740-1747,15:00:00,15:00:00,FB-0125-01,80,,0,0,1,,,
AttleboroWork-715740-1747,15:03:00,15:03:00,FB-0143-01,90,,0,0,1,,,
AttleboroWork-715740-1747,15:05:00,15:05:00,FB-0148-01,100,,0,0,1,,,
AttleboroWork-715740-1747,15:08:00,15:08:00,FB-0166-S,110,,3,3,1,,,
AttleboroWork-715740-1747,15:26:00,15:26:00,FS-0049-S,120,,1,0,1,,,
AttleboroWork-715741-1748,14:09:00,14:09:00,FS-0049-S,0,South Station via Back Bay,0,1,1,,,
AttleboroWork-715741-1748,14:22:00,14:22:00,FB-0166-S,10,South Station via Back Bay,3,3,1,,,
AttleboroWork-715741-1748,14:26:00,14:26:00,FB-0148-02,20,South Station via Back Bay,0,0,1,,,
AttleboroWork-715741-1748,14:28:00,14:28:00,FB-0143-02,30,South Station via Back Bay,0,0,1,,,
AttleboroWork-715741-1748,14:31:00,14:31:00,FB-0125-02,40,South Station via Back Bay,0,0,1,,,
AttleboroWork-715741-1748,14:34:00,14:34:00,FB-0118-02,50,South Station via Back Bay,0,0,1,,,
AttleboroWork-715741-1748,14:37:00,14:37:00,FB-0109-02,60,South Station via Back Bay,0,0,1,,,
AttleboroWork-715741-1748,14:41:00,14:41:00,FB-0095-05,70,South Station via Back Bay,0,0,1,,,
AttleboroWork-715741-1748,14:54:00,14:54:00,NEC-2265-02,80,,0,0,0,,,
AttleboroWork-715741-1748,14:58:00,14:58:00,NEC-2276-02,90,,0,0,0,,,
AttleboroWork-715741-1748,15:04:00,15:04:00,NEC-2287,100,,1,0,1,,,
AttleboroWork-715742-1756,16:06:00,16:06:00,FS-0049-S,0,South Station (Express after Readville) & via Back Bay,0,1,1,,,
AttleboroWork-715742-1756,16:19:00,16:19:00,FB-0166-S,10,South Station (Express after Readville) & via Back Bay,3,3,1,,,
AttleboroWork-715742-1756,16:23:00,16:23:00,FB-0148-02,20,South Station (Express after Readville) & via Back Bay,0,0,1,,,
AttleboroWork-715742-1756,16:25:00,16:25:00,FB-0143-02,30,South Station (Express after Readville) & via Back Bay,0,0,1,,,
AttleboroWork-715742-1756,16:28:00,16:28:00,FB-0125-02,40,South Station (Express after Readville) & via Back Bay,0,0,1,,,
AttleboroWork-715742-1756,16:31:00,16:31:00,FB-0118-02,50,South Station (Express after Readville) & via Back Bay,0,0,1,,,
AttleboroWork-715742-1756,16:34:00,16:34:00,FB-0109-02,60,South Station (Express after Readville) & via Back Bay,0,0,1,,,
AttleboroWork-715742-1756,16:39:00,16:39:00,FB-0095-04,70,South Station (Express),0,0,1,,,
AttleboroWork-715742-1756,17:07:00,17:07:00,NEC-2287,80,,1,0,1,,,
AttleboroWork-715743-1757,16:05:00,16:05:00,NEC-2287,0,Foxboro via Back Bay,0,1,1,,,
AttleboroWork-715743-1757,16:10:00,16:10:00,NEC-2276-03,10,,0,0,1,,,
AttleboroWork-715743-1757,16:14:00,16:14:00,NEC-2265-03,20,,0,0,1,,,
AttleboroWork-715743-1757,16:22:00,16:22:00,NEC-2203-03,30,,0,0,1,,,
AttleboroWork-715743-1757,16:26:00,16:26:00,FB-0095-05,40,,0,0,1,,,
AttleboroWork-715743-1757,16:30:00,16:30:00,FB-0109-01,50,,0,0,1,,,
AttleboroWork-715743-1757,16:33:00,16:33:00,FB-0118-01,60,,0,0,1,,,
AttleboroWork-715743-1757,16:36:00,16:36:00,FB-0125-01,70,,0,0,1,,,
AttleboroWork-715743-1757,16:39:00,16:39:00,FB-0143-01,80,,0,0,1,,,
AttleboroWork-715743-1757,16:43:00,16:43:00,FB-0148-01,90,,0,0,1,,,
AttleboroWork-715743-1757,16:47:00,16:47:00,FB-0166-S,100,,0,0,1,,,
AttleboroWork-715743-1757,17:04:00,17:04:00,FS-0049-S,110,,1,0,1,,,
AttleboroWork-715744-1764,17:50:00,17:50:00,FS-0049-S,0,South Station via Back Bay,0,1,1,,,
AttleboroWork-715744-1764,18:05:00,18:05:00,FB-0148-02,10,South Station via Back Bay,0,0,1,,,
AttleboroWork-715744-1764,18:07:00,18:07:00,FB-0143-02,20,South Station via Back Bay,0,0,1,,,
AttleboroWork-715744-1764,18:11:00,18:11:00,FB-0125-02,30,South Station via Back Bay,0,0,1,,,
AttleboroWork-715744-1764,18:13:00,18:13:00,FB-0118-02,40,South Station via Back Bay,0,0,1,,,
AttleboroWork-715744-1764,18:16:00,18:16:00,FB-0109-02,50,South Station via Back Bay,0,0,1,,,
AttleboroWork-715744-1764,18:20:00,18:20:00,FB-0095-05,60,South Station via Back Bay,0,0,1,,,
AttleboroWork-715744-1764,18:31:00,18:31:00,NEC-2265-03,70,,0,0,0,,,
AttleboroWork-715744-1764,18:35:00,18:35:00,NEC-2276-03,80,,0,0,0,,,
AttleboroWork-715744-1764,18:41:00,18:41:00,NEC-2287,90,,1,0,1,,,
AttleboroWork-715745-1765,17:32:00,17:32:00,NEC-2287,0,Foxboro via Back Bay,0,1,1,,,
AttleboroWork-715745-1765,17:37:00,17:37:00,NEC-2276-03,10,,0,0,1,,,
AttleboroWork-715745-1765,17:41:00,17:41:00,NEC-2265-03,20,,0,0,1,,,
AttleboroWork-715745-1765,17:46:00,17:46:00,NEC-2237-03,30,,0,0,1,,,
AttleboroWork-715745-1765,17:51:00,17:51:00,NEC-2203-03,40,,0,0,1,,,
AttleboroWork-715745-1765,17:55:00,17:55:00,FB-0095-05,50,,0,0,1,,,
AttleboroWork-715745-1765,17:59:00,17:59:00,FB-0109-01,60,,0,0,1,,,
AttleboroWork-715745-1765,18:02:00,18:02:00,FB-0118-01,70,,0,0,1,,,
AttleboroWork-715745-1765,18:05:00,18:05:00,FB-0125-01,80,,0,0,1,,,
AttleboroWork-715745-1765,18:08:00,18:08:00,FB-0143-01,90,,0,0,1,,,
AttleboroWork-715745-1765,18:12:00,18:12:00,FB-0148-01,100,,0,0,1,,,
AttleboroWork-715745-1765,18:16:00,18:16:00,FB-0166-S,110,,0,0,1,,,
AttleboroWork-715745-1765,18:32:00,18:32:00,FS-0049-S,120,,1,0,1,,,
AttleboroWork-715746-1770,18:48:00,18:48:00,FS-0049-S,0,South Station via Back Bay,0,1,1,,,
AttleboroWork-715746-1770,19:01:00,19:01:00,FB-0166-S,10,South Station via Back Bay,3,3,1,,,
AttleboroWork-715746-1770,19:05:00,19:05:00,FB-0148-02,20,South Station via Back Bay,0,0,1,,,
AttleboroWork-715746-1770,19:07:00,19:07:00,FB-0143-02,30,South Station via Back Bay,0,0,1,,,
AttleboroWork-715746-1770,19:11:00,19:11:00,FB-0125-02,40,South Station via Back Bay,0,0,1,,,
AttleboroWork-715746-1770,19:13:00,19:13:00,FB-0118-02,50,South Station via Back Bay,0,0,1,,,
AttleboroWork-715746-1770,19:16:00,19:16:00,FB-0109-02,60,South Station via Back Bay,0,0,1,,,
AttleboroWork-715746-1770,19:20:00,19:20:00,FB-0095-05,70,South Station via Back Bay,0,0,1,,,
AttleboroWork-715746-1770,19:31:00,19:31:00,NEC-2265-03,80,,0,0,0,,,
AttleboroWork-715746-1770,19:35:00,19:35:00,NEC-2276-03,90,,0,0,0,,,
AttleboroWork-715746-1770,19:41:00,19:41:00,NEC-2287,100,,1,0,1,,,
AttleboroWork-715747-1775,19:17:00,19:17:00,NEC-2287,0,Foxboro via Fairmount,0,1,1,,,
AttleboroWork-715747-1775,19:25:00,19:25:00,DB-2265-01,10,,0,0,1,,,
AttleboroWork-715747-1775,19:27:00,19:27:00,DB-2258-01,20,,0,0,1,,,
AttleboroWork-715747-1775,19:30:00,19:30:00,DB-2249-01,30,,0,0,1,,,
AttleboroWork-715747-1775,19:33:00,19:33:00,DB-2240-01,40,,0,0,1,,,
AttleboroWork-715747-1775,19:36:00,19:36:00,DB-2230-01,50,,0,0,1,,,
AttleboroWork-715747-1775,19:38:00,19:38:00,DB-2222-01,60,,0,0,1,,,
AttleboroWork-715747-1775,19:41:00,19:41:00,DB-2205-01,70,,0,0,1,,,
AttleboroWork-715747-1775,19:45:00,19:45:00,FB-0095-04,80,,0,0,1,,,
AttleboroWork-715747-1775,19:49:00,19:49:00,FB-0109-01,90,,0,0,1,,,
AttleboroWork-715747-1775,19:51:00,19:51:00,FB-0118-01,100,,0,0,1,,,
AttleboroWork-715747-1775,19:54:00,19:54:00,FB-0125-01,110,,0,0,1,,,
AttleboroWork-715747-1775,19:57:00,19:57:00,FB-0143-01,120,,0,0,1,,,
AttleboroWork-715747-1775,20:00:00,20:00:00,FB-0148-01,130,,0,0,1,,,
AttleboroWork-715747-1775,20:03:00,20:03:00,FB-0166-S,140,,3,3,1,,,
AttleboroWork-715747-1775,20:22:00,20:22:00,FS-0049-S,150,,1,0,1,,,
AttleboroWork-715748-1782,20:59:00,20:59:00,FS-0049-S,0,South Station via Fairmount,0,1,1,,,
AttleboroWork-715748-1782,21:12:00,21:12:00,FB-0166-S,10,South Station via Fairmount,3,3,1,,,
AttleboroWork-715748-1782,21:15:00,21:15:00,FB-0148-02,20,South Station via Fairmount,0,0,1,,,
AttleboroWork-715748-1782,21:17:00,21:17:00,FB-0143-02,30,South Station via Fairmount,0,0,1,,,
AttleboroWork-715748-1782,21:20:00,21:20:00,FB-0125-02,40,South Station via Fairmount,0,0,1,,,
AttleboroWork-715748-1782,21:23:00,21:23:00,FB-0118-02,50,South Station via Fairmount,0,0,1,,,
AttleboroWork-715748-1782,21:26:00,21:26:00,FB-0109-02,60,South Station via Fairmount,0,0,1,,,
AttleboroWork-715748-1782,21:30:00,21:30:00,FB-0095-04,70,South Station via Fairmount,0,0,1,,,
AttleboroWork-715748-1782,21:33:00,21:33:00,DB-2205-02,80,,0,0,1,,,
AttleboroWork-715748-1782,21:36:00,21:36:00,DB-2222-02,90,,0,0,1,,,
AttleboroWork-715748-1782,21:38:00,21:38:00,DB-2230-02,100,,0,0,1,,,
AttleboroWork-715748-1782,21:41:00,21:41:00,DB-2240-02,110,,0,0,1,,,
AttleboroWork-715748-1782,21:44:00,21:44:00,DB-2249-02,120,,0,0,1,,,
AttleboroWork-715748-1782,21:47:00,21:47:00,DB-2258-02,130,,0,0,1,,,
AttleboroWork-715748-1782,21:49:00,21:49:00,DB-2265-02,140,,0,0,1,,,
AttleboroWork-715748-1782,22:00:00,22:00:00,NEC-2287,150,,1,0,1,,,
AttleboroWork-715749-1785,21:32:00,21:32:00,NEC-2287,0,Foxboro via Fairmount,0,1,1,,,
AttleboroWork-715749-1785,21:40:00,21:40:00,DB-2265-01,10,,0,0,1,,,
AttleboroWork-715749-1785,21:42:00,21:42:00,DB-2258-01,20,,0,0,1,,,
AttleboroWork-715749-1785,21:45:00,21:45:00,DB-2249-01,30,,0,0,1,,,
AttleboroWork-715749-1785,21:48:00,21:48:00,DB-2240-01,40,,0,0,1,,,
AttleboroWork-715749-1785,21:51:00,21:51:00,DB-2230-01,50,,0,0,1,,,
AttleboroWork-715749-1785,21:53:00,21:53:00,DB-2222-01,60,,0,0,1,,,
AttleboroWork-715749-1785,21:56:00,21:56:00,DB-2205-01,70,,0,0,1,,,
AttleboroWork-715749-1785,22:00:00,22:00:00,FB-0095-04,80,,0,0,1,,,
AttleboroWork-715749-1785,22:04:00,22:04:00,FB-0109-01,90,,0,0,1,,,
AttleboroWork-715749-1785,22:06:00,22:06:00,FB-0118-01,100,,0,0,1,,,
AttleboroWork-715749-1785,22:09:00,22:09:00,FB-0125-01,110,,0,0,1,,,
AttleboroWork-715749-1785,22:12:00,22:12:00,FB-0143-01,120,,0,0,1,,,
AttleboroWork-715749-1785,22:14:00,22:14:00,FB-0148-01,130,,0,0,1,,,
AttleboroWork-715749-1785,22:17:00,22:17:00,FB-0166-S,140,,3,3,1,,,
AttleboroWork-715749-1785,22:34:00,22:34:00,FS-0049-S,150,,1,0,1,,,
AttleboroWork-715750-1788,22:49:00,22:49:00,FS-0049-S,0,South Station via Fairmount,0,1,1,,,
AttleboroWork-715750-1788,23:02:00,23:02:00,FB-0166-S,10,South Station via Fairmount,3,3,1,,,
AttleboroWork-715750-1788,23:05:00,23:05:00,FB-0148-02,20,South Station via Fairmount,0,0,1,,,
AttleboroWork-715750-1788,23:07:00,23:07:00,FB-0143-02,30,South Station via Fairmount,0,0,1,,,
AttleboroWork-715750-1788,23:10:00,23:10:00,FB-0125-02,40,South Station via Fairmount,0,0,1,,,
AttleboroWork-715750-1788,23:13:00,23:13:00,FB-0118-02,50,South Station via Fairmount,0,0,1,,,
AttleboroWork-715750-1788,23:16:00,23:16:00,FB-0109-02,60,South Station via Fairmount,0,0,1,,,
AttleboroWork-715750-1788,23:20:00,23:20:00,FB-0095-04,70,South Station via Fairmount,0,0,1,,,
AttleboroWork-715750-1788,23:23:00,23:23:00,DB-2205-02,80,,0,0,1,,,
AttleboroWork-715750-1788,23:26:00,23:26:00,DB-2222-02,90,,0,0,1,,,
AttleboroWork-715750-1788,23:28:00,23:28:00,DB-2230-02,100,,0,0,1,,,
AttleboroWork-715750-1788,23:31:00,23:31:00,DB-2240-02,110,,0,0,1,,,
AttleboroWork-715750-1788,23:34:00,23:34:00,DB-2249-02,120,,0,0,1,,,
AttleboroWork-715750-1788,23:37:00,23:37:00,DB-2258-02,130,,0,0,1,,,
AttleboroWork-715750-1788,23:39:00,23:39:00,DB-2265-02,140,,0,0,1,,,
AttleboroWork-715750-1788,23:50:00,23:50:00,NEC-2287,150,,1,0,1,,,
AttleboroWork-715853-602,05:05:00,05:05:00,NB-0137-S,0,,0,1,1,,,
AttleboroWork-715853-602,05:09:00,05:09:00,NB-0127-S,10,,0,0,1,,,
AttleboroWork-715853-602,05:13:00,05:13:00,NB-0120-S,20,,0,0,1,,,
AttleboroWork-715853-602,05:16:00,05:16:00,NB-0109-S,30,,0,0,1,,,
AttleboroWork-715853-602,05:21:00,05:21:00,NB-0080-S,40,,0,0,1,,,
AttleboroWork-715853-602,05:23:00,05:23:00,NB-0076-S,50,,0,0,1,,,
AttleboroWork-715853-602,05:25:00,05:25:00,NB-0072-S,60,,0,0,1,,,
AttleboroWork-715853-602,05:28:00,05:28:00,NB-0064-S,70,,0,0,1,,,
AttleboroWork-715853-602,05:31:00,05:31:00,NEC-2237-05,80,,0,0,1,,,
AttleboroWork-715853-602,05:37:00,05:37:00,NEC-2265-03,90,,0,0,0,,,
AttleboroWork-715853-602,05:41:00,05:41:00,NEC-2276-03,100,,0,0,0,,,
AttleboroWork-715853-602,05:47:00,05:47:00,NEC-2287,110,,1,0,1,,,
AttleboroWork-715854-608,06:05:00,06:05:00,NB-0137-S,0,,0,1,1,,,
AttleboroWork-715854-608,06:09:00,06:09:00,NB-0127-S,10,,0,0,1,,,
AttleboroWork-715854-608,06:13:00,06:13:00,NB-0120-S,20,,0,0,1,,,
AttleboroWork-715854-608,06:16:00,06:16:00,NB-0109-S,30,,0,0,1,,,
