service_id,date,exception_type
ACE_wk,20250120,2
ACE_H,20250120,1
ACE_wk,20250217,2
ACE_H,20250217,1
ACE_wk,20250331,2
ACE_H,20250331,1
ACE_wk,20250526,2
ACE_wk,20250619,2
ACE_H,20250619,1
ACE_wk,20250704,2
ACE_wk,20250901,2
ACE_wk,20251111,2
ACE_H,20251111,1
ACE_wk,20251126,2
ACE_H,20251126,1
ACE_wk,20251128,2
ACE_wk,20251129,2
ACE_wk,20251224,2
ACE_H,20251224,1
ACE_wk,20251225,2
ACE_wk,20251226,2
ACE_wk,20251231,2
ACE_H,20251231,1
ACE_wk,20260101,2
ACE_wk,20260102,2
