"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence","shape_dist_traveled"
"1287822","39.786652","-104.965928","356",
"1287822","39.786652","-104.965928","357",
"1287822","39.786676","-104.965895","358",
"1287822","39.786676","-104.965895","359",
"1287822","39.7867","-104.965863","360",
"1287822","39.7867","-104.965863","361",
"1287822","39.78716","-104.965235","362",
"1287822","39.78716","-104.965235","363",
"1287822","39.787184","-104.965203","364",
"1287822","39.787184","-104.965203","365",
"1287822","39.787207","-104.965171","366",
"1287822","39.787207","-104.965171","367",
"1287822","39.787231","-104.965139","368",
"1287822","39.787231","-104.965139","369",
"1287822","39.787254","-104.965107","370",
"1287822","39.787254","-104.965107","371",
"1287822","39.787278","-104.965074","372",
"1287822","39.787278","-104.965074","373",
"1287822","39.787302","-104.965042","374",
"1287822","39.787302","-104.965042","375",
"1287822","39.787325","-104.96501","376",
"1287822","39.787325","-104.96501","377",
"1287822","39.787349","-104.964978","378",
"1287822","39.787349","-104.964978","379",
"1287822","39.787555","-104.964702","380",
"1287822","39.787555","-104.964702","381",
"1287822","39.787579","-104.96467","382",
"1287822","39.787579","-104.96467","383",
"1287822","39.787603","-104.964638","384",
"1287822","39.787603","-104.964638","385",
"1287822","39.787627","-104.964607","386",
"1287822","39.787627","-104.964607","387",
"1287822","39.787651","-104.964575","388",
"1287822","39.787651","-104.964575","389",
"1287822","39.787675","-104.964543","390",
"1287822","39.787675","-104.964543","391",
"1287822","39.787699","-104.964512","392",
"1287822","39.787699","-104.964512","393",
"1287822","39.787723","-104.96448","394",
"1287822","39.787723","-104.96448","395",
"1287822","39.787747","-104.964448","396",
"1287822","39.787747","-104.964448","397",
"1287822","39.793982","-104.956244","398",
"1287822","39.793982","-104.956244","399",
"1287822","39.793998","-104.956224","400",
"1287822","39.793998","-104.956224","401",
"1287822","39.794013","-104.956203","402",
"1287822","39.794013","-104.956203","403",
"1287822","39.794029","-104.956183","404",
"1287822","39.794029","-104.956183","405",
"1287822","39.794044","-104.956163","406",
"1287822","39.794044","-104.956163","407",
"1287822","39.79406","-104.956142","408",
"1287822","39.79406","-104.956142","409",
"1287822","39.794075","-104.956122","410",
"1287822","39.794075","-104.956122","411",
"1287822","39.794091","-104.956101","412",
"1287822","39.794091","-104.956101","413",
"1287822","39.794106","-104.956081","414",
"1287822","39.794106","-104.956081","415",
"1287822","39.794122","-104.956061","416",
"1287822","39.794122","-104.956061","417",
"1287822","39.794138","-104.95604","418",
"1287822","39.794138","-104.95604","419",
"1287822","39.794153","-104.95602","420",
"1287822","39.794153","-104.95602","421",
"1287822","39.794169","-104.956","422",
"1287822","39.794169","-104.956","423",
"1287822","39.794185","-104.95598","424",
"1287822","39.794185","-104.95598","425",
"1287822","39.794201","-104.95596","426",
"1287822","39.794201","-104.95596","427",
"1287822","39.794216","-104.95594","428",
"1287822","39.794216","-104.95594","429",
"1287822","39.794232","-104.95592","430",
"1287822","39.794232","-104.95592","431",
"1287822","39.794248","-104.9559","432",
"1287822","39.794248","-104.9559","433",
"1287822","39.794264","-104.95588","434",
"1287822","39.794264","-104.95588","435",
"1287822","39.79428","-104.95586","436",
"1287822","39.79428","-104.95586","437",
"1287822","39.794296","-104.95584","438",
"1287822","39.794296","-104.95584","439",
"1287822","39.794312","-104.95582","440",
"1287822","39.794312","-104.95582","441",
"1287822","39.794328","-104.955801","442",
"1287822","39.794328","-104.955801","443",
"1287822","39.794345","-104.955781","444",
"1287822","39.794345","-104.955781","445",
"1287822","39.794361","-104.955762","446",
"1287822","39.794361","-104.955762","447",
"1287822","39.794377","-104.955742","448",
"1287822","39.794377","-104.955742","449",
"1287822","39.794394","-104.955723","450",
"1287822","39.794394","-104.955723","451",
"1287822","39.79441","-104.955704","452",
"1287822","39.79441","-104.955704","453",
"1287822","39.794426","-104.955685","454",
"1287822","39.794426","-104.955685","455",
"1287822","39.794443","-104.955666","456",
"1287822","39.794443","-104.955666","457",
"1287822","39.79446","-104.955647","458",
"1287822","39.79446","-104.955647","459",
"1287822","39.794476","-104.955628","460",
"1287822","39.794476","-104.955628","461",
"1287822","39.794607","-104.955488","462",
"1287822","39.794607","-104.955488","463",
"1287822","39.794742","-104.955355","464",
"1287822","39.794742","-104.955355","465",
"1287822","39.79488","-104.95523","466",
"1287822","39.79488","-104.95523","467",
"1287822","39.795023","-104.955111","468",
"1287822","39.795023","-104.955111","469",
"1287822","39.795169","-104.955","470",
"1287822","39.795169","-104.955","471",
"1287822","39.795318","-104.954897","472",
"1287822","39.795318","-104.954897","473",
"1287822","39.795471","-104.954802","474",
"1287822","39.795471","-104.954802","475",
"1287822","39.795626","-104.954715","476",
"1287822","39.795626","-104.954715","477",
"1287822","39.795784","-104.954636","478",
"1287822","39.795784","-104.954636","479",
"1287822","39.795944","-104.954565","480",
"1287822","39.795944","-104.954565","481",
"1287822","39.796106","-104.954503","482",
"1287822","39.796106","-104.954503","483",
"1287822","39.79627","-104.95445","484",
"1287822","39.79627","-104.95445","485",
"1287822","39.796436","-104.954404","486",
"1287822","39.796436","-104.954404","487",
"1287822","39.796603","-104.954368","488",
"1287822","39.796603","-104.954368","489",
"1287822","39.796771","-104.954341","490",
"1287822","39.796771","-104.954341","491",
"1287822","39.796939","-104.954322","492",
"1287822","39.796939","-104.954322","493",
"1287822","39.796961","-104.95432","494",
"1287822","39.796961","-104.95432","495",
"1287822","39.796983","-104.954318","496",
"1287822","39.796983","-104.954318","497",
"1287822","39.797006","-104.954317","498",
"1287822","39.797006","-104.954317","499",
"1287822","39.797028","-104.954315","500",
"1287822","39.797028","-104.954315","501",
"1287822","39.79705","-104.954314","502",
"1287822","39.79705","-104.954314","503",
"1287822","39.797072","-104.954313","504",
"1287822","39.797072","-104.954313","505",
"1287822","39.797094","-104.954312","506",
"1287822","39.797094","-104.954312","507",
"1287822","39.797116","-104.954311","508",
"1287822","39.797116","-104.954311","509",
"1287822","39.797138","-104.95431","510",
"1287822","39.797138","-104.95431","511",
"1287822","39.79716","-104.95431","512",
"1287822","39.79716","-104.95431","513",
"1287822","39.797183","-104.954309","514",
"1287822","39.797183","-104.954309","515",
"1287822","39.797205","-104.954309","516",
"1287822","39.797205","-104.954309","517",
"1287822","39.797227","-104.954308","518",
"1287822","39.797227","-104.954308","519",
"1287822","39.797249","-104.954308","520",
"1287822","39.797249","-104.954308","521",
"1287822","39.797271","-104.954308","522",
"1287822","39.797271","-104.954308","523",
"1287822","39.797293","-104.954308","524",
"1287822","39.797293","-104.954308","525",
"1287822","39.797315","-104.954308","526",
"1287822","39.797315","-104.954308","527",
"1287822","39.797337","-104.954308","528",
"1287822","39.797337","-104.954308","529",
"1287822","39.79736","-104.954308","530",
"1287822","39.79736","-104.954308","531",
"1287822","39.797382","-104.954308","532",
"1287822","39.797382","-104.954308","533",
"1287822","39.797404","-104.954308","534",
"1287822","39.797404","-104.954308","535",
"1287822","39.797426","-104.954308","536",
"1287822","39.797426","-104.954308","537",
"1287822","39.797448","-104.954309","538",
"1287822","39.797448","-104.954309","539",
"1287822","39.79747","-104.954309","540",
"1287822","39.79747","-104.954309","541",
"1287822","39.797492","-104.954309","542",
"1287822","39.797492","-104.954309","543",
"1287822","39.797514","-104.95431","544",
"1287822","39.797514","-104.95431","545",
"1287822","39.797537","-104.95431","546",
"1287822","39.797537","-104.95431","547",
"1287822","39.797559","-104.954311","548",
"1287822","39.797559","-104.954311","549",
"1287822","39.797581","-104.954311","550",
"1287822","39.797581","-104.954311","551",
"1287822","39.797603","-104.954312","552",
"1287822","39.797603","-104.954312","553",
"1287822","39.797625","-104.954312","554",
"1287822","39.797625","-104.954312","555",
"1287822","39.800828","-104.954379","556",
"1287822","39.800828","-104.954379","557",
"1287822","39.800851","-104.95438","558",
"1287822","39.800851","-104.95438","559",
"1287822","39.800873","-104.95438","560",
"1287822","39.800873","-104.95438","561",
"1287822","39.800895","-104.954381","562",
"1287822","39.800895","-104.954381","563",
"1287822","39.800917","-104.954381","564",
"1287822","39.800917","-104.954381","565",
"1287822","39.800939","-104.954382","566",
"1287822","39.800939","-104.954382","567",
"1287822","39.800961","-104.954382","568",
"1287822","39.800961","-104.954382","569",
"1287822","39.800983","-104.954382","570",
"1287822","39.800983","-104.954382","571",
"1287822","39.801005","-104.954383","572",
"1287822","39.801005","-104.954383","573",
"1287822","39.801028","-104.954383","574",
"1287822","39.801028","-104.954383","575",
"1287822","39.80105","-104.954383","576",
"1287822","39.80105","-104.954383","577",
"1287822","39.801072","-104.954384","578",
"1287822","39.801072","-104.954384","579",
"1287822","39.801094","-104.954384","580",
"1287822","39.801094","-104.954384","581",
"1287822","39.801116","-104.954384","582",
"1287822","39.801116","-104.954384","583",
"1287822","39.801138","-104.954384","584",
"1287822","39.801138","-104.954384","585",
"1287822","39.80116","-104.954384","586",
"1287822","39.80116","-104.954384","587",
"1287822","39.801183","-104.954384","588",
"1287822","39.801183","-104.954384","589",
"1287822","39.801205","-104.954383","590",
"1287822","39.801205","-104.954383","591",
"1287822","39.801227","-104.954383","592",
"1287822","39.801227","-104.954383","593",
"1287822","39.801249","-104.954383","594",
"1287822","39.801249","-104.954383","595",
"1287822","39.801271","-104.954382","596",
"1287822","39.801271","-104.954382","597",
"1287822","39.801293","-104.954382","598",
"1287822","39.801293","-104.954382","599",
"1287822","39.801315","-104.954381","600",
"1287822","39.801315","-104.954381","601",
"1287822","39.801337","-104.95438","602",
"1287822","39.801337","-104.95438","603",
"1287822","39.80136","-104.954379","604",
"1287822","39.80136","-104.954379","605",
"1287822","39.801382","-104.954378","606",
"1287822","39.801382","-104.954378","607",
"1287822","39.801404","-104.954377","608",
"1287822","39.801404","-104.954377","609",
"1287822","39.801426","-104.954376","610",
"1287822","39.801426","-104.954376","611",
"1287822","39.801448","-104.954375","612",
"1287822","39.801448","-104.954375","613",
"1287822","39.80147","-104.954373","614",
"1287822","39.80147","-104.954373","615",
"1287822","39.801492","-104.954371","616",
"1287822","39.801492","-104.954371","617",
"1287822","39.801514","-104.95437","618",
"1287822","39.801514","-104.95437","619",
"1287822","39.80167","-104.954353","620",
"1287822","39.80167","-104.954353","621",
"1287822","39.801826","-104.954328","622",
"1287822","39.801826","-104.954328","623",
"1287822","39.80198","-104.954296","624",
"1287822","39.80198","-104.954296","625",
"1287822","39.802134","-104.954256","626",
"1287822","39.802134","-104.954256","627",
"1287822","39.802286","-104.954209","628",
"1287822","39.802286","-104.954209","629",
"1287822","39.802437","-104.954155","630",
"1287822","39.802437","-104.954155","631",
"1287822","39.802586","-104.954094","632",
"1287822","39.802586","-104.954094","633",
"1287822","39.802607","-104.954084","634",
"1287822","39.802607","-104.954084","635",
"1287822","39.802628","-104.954075","636",
"1287822","39.802628","-104.954075","637",
"1287822","39.802649","-104.954065","638",
"1287822","39.802649","-104.954065","639",
"1287822","39.80267","-104.954056","640",
"1287822","39.80267","-104.954056","641",
"1287822","39.80269","-104.954046","642",
"1287822","39.80269","-104.954046","643",
"1287822","39.802711","-104.954036","644",
"1287822","39.802711","-104.954036","645",
"1287822","39.802732","-104.954026","646",
"1287822","39.802732","-104.954026","647",
"1287822","39.802753","-104.954016","648",
"1287822","39.802753","-104.954016","649",
"1287822","39.802773","-104.954005","650",
"1287822","39.802773","-104.954005","651",
"1287822","39.802794","-104.953995","652",
"1287822","39.802794","-104.953995","653",
"1287822","39.802814","-104.953985","654",
"1287822","39.802814","-104.953985","655",
"1287822","39.802835","-104.953974","656",
"1287822","39.802835","-104.953974","657",
"1287822","39.802856","-104.953963","658",
"1287822","39.802856","-104.953963","659",
"1287822","39.802876","-104.953953","660",
"1287822","39.802876","-104.953953","661",
"1287822","39.802897","-104.953942","662",
"1287822","39.802897","-104.953942","663",
"1287822","39.802917","-104.953931","664",
"1287822","39.802917","-104.953931","665",
"1287822","39.802938","-104.95392","666",
"1287822","39.802938","-104.95392","667",
"1287822","39.802958","-104.953909","668",
"1287822","39.802958","-104.953909","669",
"1287822","39.802978","-104.953898","670",
"1287822","39.802978","-104.953898","671",
"1287822","39.802999","-104.953887","672",
"1287822","39.802999","-104.953887","673",
"1287822","39.803019","-104.953876","674",
"1287822","39.803019","-104.953876","675",
"1287822","39.80304","-104.953865","676",
"1287822","39.80304","-104.953865","677",
"1287822","39.80306","-104.953853","678",
"1287822","39.80306","-104.953853","679",
"1287822","39.80308","-104.953842","680",
"1287822","39.80308","-104.953842","681",
"1287822","39.803101","-104.953831","682",
