service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
246066624606736,0,0,0,0,0,0,0,20241220,20250518
246067024606703,0,0,0,0,0,0,0,20241220,20250518
246068024608136,0,0,0,0,0,0,0,20241220,20250518
246072324607237,0,0,0,0,0,0,0,20241220,20250518
246068624608125,0,0,0,0,0,0,0,20241220,20250518
246066824606722,0,0,0,0,0,0,0,20241220,20250518
246069724606992,0,0,0,0,0,0,0,20241220,20250518
246070324607201,0,0,0,0,0,0,0,20241220,20250518
246073124608113,0,0,0,0,0,0,0,20241220,20250518
246073124608112,0,0,0,0,0,0,0,20241220,20250518
246073124608111,0,0,0,0,0,0,0,20241220,20250518
246071024607201,0,0,0,0,0,0,0,20241220,20250518
246071024607202,0,0,0,0,0,0,0,20241220,20250518
246071024607203,0,0,0,0,0,0,0,20241220,20250518
246069724607003,0,0,0,0,0,0,0,20241220,20250518
246070324607213,0,0,0,0,0,0,0,20241220,20250518
246070324607215,0,0,0,0,0,0,0,20241220,20250518
246070324607212,0,0,0,0,0,0,0,20241220,20250518
246073124608125,0,0,0,0,0,0,0,20241220,20250518
246073124608121,0,0,0,0,0,0,0,20241220,20250518
246073124608122,0,0,0,0,0,0,0,20241220,20250518
246073124608124,0,0,0,0,0,0,0,20241220,20250518
246067924608125,0,0,0,0,0,0,0,20241220,20250518
246066824606891,0,0,0,0,0,0,0,20241220,20250518
246073124608081,0,0,0,0,0,0,0,20241220,20250518
246068324608113,0,0,0,0,0,0,0,20241220,20250518
246068324608112,0,0,0,0,0,0,0,20241220,20250518
246068324608114,0,0,0,0,0,0,0,20241220,20250518
246068224606933,0,0,0,0,0,0,0,20241220,20250518
246069724607064,0,0,0,0,0,0,0,20241220,20250518
246068124608077,0,0,0,0,0,0,0,20241220,20250518
246066624606946,0,0,0,0,0,0,0,20241220,20250518
246073624608136,0,0,0,0,0,0,0,20241220,20250518
246066624608136,0,0,0,0,0,0,0,20241220,20250518
246068324608122,0,0,0,0,0,0,0,20241220,20250518
246068324608124,0,0,0,0,0,0,0,20241220,20250518
246068324608125,0,0,0,0,0,0,0,20241220,20250518
246066524608125,0,0,0,0,0,0,0,20241220,20250518
246069524607007,0,0,0,0,0,0,0,20241220,20250518
246069524607005,0,0,0,0,0,0,0,20241220,20250518
246072324607287,0,0,0,0,0,0,0,20241220,20250518
246073524608125,0,0,0,0,0,0,0,20241220,20250518
246068124606921,0,0,0,0,0,0,0,20241220,20250518
246068124606923,0,0,0,0,0,0,0,20241220,20250518
246073024608114,0,0,0,0,0,0,0,20241220,20250518
246073024608112,0,0,0,0,0,0,0,20241220,20250518
246073024608111,0,0,0,0,0,0,0,20241220,20250518
246073024608117,0,0,0,0,0,0,0,20241220,20250518
246073024608113,0,0,0,0,0,0,0,20241220,20250518
246066824607171,0,0,0,0,0,0,0,20241220,20250518
246070224607227,0,0,0,0,0,0,0,20241220,20250518
246073024608136,0,0,0,0,0,0,0,20241220,20250518
246067324608136,0,0,0,0,0,0,0,20241220,20250518
246068624607005,0,0,0,0,0,0,0,20241220,20250518
246071424608125,0,0,0,0,0,0,0,20241220,20250518
246066724608077,0,0,0,0,0,0,0,20241220,20250518
246067424606805,0,0,0,0,0,0,0,20241220,20250518
246068124608135,0,0,0,0,0,0,0,20241220,20250518
246068124608136,0,0,0,0,0,0,0,20241220,20250518
246068124608132,0,0,0,0,0,0,0,20241220,20250518
246068124608134,0,0,0,0,0,0,0,20241220,20250518
246068124608137,0,0,0,0,0,0,0,20241220,20250518
246068124608133,0,0,0,0,0,0,0,20241220,20250518
246072324607291,0,0,0,0,0,0,0,20241220,20250518
246067524606891,0,0,0,0,0,0,0,20241220,20250518
246069624606972,0,0,0,0,0,0,0,20241220,20250518
246068224606956,0,0,0,0,0,0,0,20241220,20250518
246068224606957,0,0,0,0,0,0,0,20241220,20250518
246068224606953,0,0,0,0,0,0,0,20241220,20250518
246069824607025,0,0,0,0,0,0,0,20241220,20250518
246069824607026,0,0,0,0,0,0,0,20241220,20250518
246070324607232,0,0,0,0,0,0,0,20241220,20250518
246073124608147,0,0,0,0,0,0,0,20241220,20250518
246073124608145,0,0,0,0,0,0,0,20241220,20250518
246073124608141,0,0,0,0,0,0,0,20241220,20250518
246073124608142,0,0,0,0,0,0,0,20241220,20250518
