"service_id","date","exception_type"
"CC9E5E4E","20250710","1"
"CC9E5E4E","20250711","1"
"CC9E5E4E","20250714","1"
"CC9E5E4E","20250715","1"
"CC9E5E4E","20250716","1"
"CC9E5E4E","20250717","1"
"CC9E5E4E","20250718","1"
"CC9E5E4E","20250721","1"
"CC9E5E4E","20250722","1"
"CC9E5E4E","20250723","1"
"CC9E5E4E","20250724","1"
"CC9E5E4E","20250725","1"
"CC9E5E4E","20250728","1"
"CC9E5E4E","20250729","1"
"CC9E5E4E","20250730","1"
"CC9E5E4E","20250731","1"
"CC9E5E4E","20250801","1"
"CC9E5E4E","20250804","1"
"CC9E5E4E","20250805","1"
"CC9E5E4E","20250806","1"
"CC9E5E4E","20250807","1"
"CC9E5E4E","20250808","1"
"CC9E5E4E","20250811","1"
"CC9E5E4E","20250812","1"
"CC9E5E4E","20250813","1"
"CC9E5E4E","20250814","1"
"CC9E5E4E","20250815","1"
"CC9E5E4E","20250818","1"
"CC9E5E4E","20250819","1"
"CC9E5E4E","20250820","1"
"CC9E5E4E","20250821","1"
"CC9E5E4E","20250822","1"
"CC9E5E4E","20250825","1"
"CC9E5E4E","20250826","1"
"CC9E5E4E","20250827","1"
"CC9E5E4E","20250828","1"
"CC9E5E4E","20250829","1"
"C678C951","20250602","1"
"C678C951","20250603","1"
"C678C951","20250604","1"
"C678C951","20250605","1"
"C678C951","20250609","1"
"C678C951","20250610","1"
"C678C951","20250611","1"
"C678C951","20250612","1"
"C678C951","20250616","1"
"C678C951","20250617","1"
"C678C951","20250618","1"
"C678C951","20250619","1"
"03BC747F","20250530","1"
"03BC747F","20250603","1"
"03BC747F","20250604","1"
"03BC747F","20250605","1"
"03BC747F","20250606","1"
"03BC747F","20250610","1"
"03BC747F","20250611","1"
"03BC747F","20250612","1"
"03BC747F","20250613","1"
"03BC747F","20250617","1"
"03BC747F","20250618","1"
"03BC747F","20250619","1"
"03BC747F","20250620","1"
"7AD37633","20250601","1"
"7AD37633","20250607","1"
"7AD37633","20250608","1"
"7AD37633","20250614","1"
"7AD37633","20250615","1"
"7AD37633","20250621","1"
"7AD37633","20250622","1"
"7AD37633","20250628","1"
"7AD37633","20250629","1"
"7AD37633","20250704","1"
"7AD37633","20250705","1"
"7AD37633","20250706","1"
"7AD37633","20250712","1"
"7AD37633","20250713","1"
"7AD37633","20250719","1"
"7AD37633","20250720","1"
"7AD37633","20250726","1"
"7AD37633","20250727","1"
"7AD37633","20250802","1"
"7AD37633","20250803","1"
"7AD37633","20250809","1"
"7AD37633","20250810","1"
"7AD37633","20250816","1"
"7AD37633","20250817","1"
"7AD37633","20250823","1"
"7AD37633","20250824","1"
"7AD37633","20250830","1"
"7AD37633","20250831","1"
"7AD37633","20250901","1"
"10106953","20250531","1"
"A70DA857","20250530","1"
"D6FBD819","20250606","1"
"D6FBD819","20250613","1"
"D6FBD819","20250620","1"
"D6FBD819","20250623","1"
"D6FBD819","20250624","1"
"D6FBD819","20250625","1"
"D6FBD819","20250626","1"
"D6FBD819","20250627","1"
"D6FBD819","20250630","1"
"D6FBD819","20250701","1"
"D6FBD819","20250702","1"
"D6FBD819","20250703","1"
"D6FBD819","20250707","1"
"D6FBD819","20250708","1"
"D6FBD819","20250709","1"
"D6FBD819","20250710","1"
"D6FBD819","20250711","1"
"D6FBD819","20250714","1"
"D6FBD819","20250715","1"
"D6FBD819","20250716","1"
"D6FBD819","20250717","1"
"D6FBD819","20250718","1"
"D6FBD819","20250721","1"
"D6FBD819","20250722","1"
"D6FBD819","20250723","1"
"D6FBD819","20250724","1"
"D6FBD819","20250725","1"
"D6FBD819","20250728","1"
"D6FBD819","20250729","1"
"D6FBD819","20250730","1"
"D6FBD819","20250731","1"
"D6FBD819","20250801","1"
"D6FBD819","20250804","1"
"D6FBD819","20250805","1"
"D6FBD819","20250806","1"
"D6FBD819","20250807","1"
"D6FBD819","20250808","1"
"D6FBD819","20250811","1"
"D6FBD819","20250812","1"
"D6FBD819","20250813","1"
"D6FBD819","20250814","1"
"D6FBD819","20250815","1"
"D6FBD819","20250818","1"
"D6FBD819","20250819","1"
"D6FBD819","20250820","1"
"D6FBD819","20250821","1"
"D6FBD819","20250822","1"
"D6FBD819","20250825","1"
"D6FBD819","20250826","1"
"D6FBD819","20250827","1"
"D6FBD819","20250828","1"
"D6FBD819","20250829","1"
"A875377A","20250530","1"
"A875377A","20250602","1"
"A875377A","20250603","1"
"A875377A","20250604","1"
"A875377A","20250605","1"
"A875377A","20250609","1"
"A875377A","20250610","1"
"A875377A","20250611","1"
"A875377A","20250612","1"
"A875377A","20250616","1"
"A875377A","20250617","1"
"A875377A","20250618","1"
"A875377A","20250619","1"
"E17E66F5","20250607","1"
"E17E66F5","20250608","1"
"E17E66F5","20250614","1"
"E17E66F5","20250615","1"
"E17E66F5","20250621","1"
"E17E66F5","20250622","1"
"E17E66F5","20250628","1"
"E17E66F5","20250629","1"
"E17E66F5","20250704","1"
"E17E66F5","20250705","1"
"E17E66F5","20250706","1"
"E17E66F5","20250712","1"
"E17E66F5","20250713","1"
"E17E66F5","20250719","1"
"E17E66F5","20250720","1"
"E17E66F5","20250726","1"
"E17E66F5","20250727","1"
"E17E66F5","20250802","1"
"E17E66F5","20250803","1"
"E17E66F5","20250809","1"
"E17E66F5","20250810","1"
"E17E66F5","20250816","1"
"E17E66F5","20250817","1"
"E17E66F5","20250823","1"
"E17E66F5","20250824","1"
"E17E66F5","20250830","1"
"E17E66F5","20250831","1"
"E17E66F5","20250901","1"
"97006089","20250531","1"
"97006089","20250601","1"
"4ABAEB23","20250601","1"
"7C006A5C","20250531","1"
"7C006A5C","20250607","1"
"7C006A5C","20250608","1"
"7C006A5C","20250614","1"
"7C006A5C","20250615","1"
"7C006A5C","20250621","1"
"7C006A5C","20250622","1"
"7C006A5C","20250628","1"
"7C006A5C","20250629","1"
"7C006A5C","20250704","1"
"7C006A5C","20250705","1"
"7C006A5C","20250706","1"
"7C006A5C","20250712","1"
"7C006A5C","20250713","1"
"7C006A5C","20250719","1"
"7C006A5C","20250720","1"
"7C006A5C","20250726","1"
"7C006A5C","20250727","1"
"7C006A5C","20250802","1"
"7C006A5C","20250803","1"
"7C006A5C","20250809","1"
"7C006A5C","20250810","1"
"7C006A5C","20250816","1"
"7C006A5C","20250817","1"
"7C006A5C","20250823","1"
"7C006A5C","20250824","1"
"7C006A5C","20250830","1"
"7C006A5C","20250831","1"
"7C006A5C","20250901","1"
"BC8E133C","20250530","1"
"BC8E133C","20250603","1"
"BC8E133C","20250604","1"
"BC8E133C","20250605","1"
"BC8E133C","20250606","1"
"BC8E133C","20250609","1"
"BC8E133C","20250610","1"
"BC8E133C","20250611","1"
"BC8E133C","20250612","1"
"BC8E133C","20250613","1"
"BC8E133C","20250616","1"
"BC8E133C","20250617","1"
"BC8E133C","20250618","1"
