shape_id,distance
512,456.1254048890102
513,456.1254048890102
516,444.85349727814344
517,359.343776038297
518,185.02855977040235
519,444.85349727814344
520,444.85349727814406
525,1697.196381052839
526,1697.1963810528425
533,1179.780192531603
534,1179.7801925316028
535,508.4583932394718
536,715.9214363367902
537,508.45839323947075
538,508.45839323947075
539,456.12540488900953
541,456.12540488900953
554,5.066565175349478
556,456.1254048890102
557,185.85312218619447
558,456.12540488900953
91,444.85349727814344
93,444.85349727814406
95,456.12540488900953
111,4404.429167227284
112,4415.4969274075165
269,483.0099694481787
270,483.0099694481788
278,918.149734365655
279,918.1497343656546
371,185.02855977040244
388,253.85019099530376
396,715.9214363367888
397,715.9214363367888
433,270.27175100466826
434,456.12540488900953
442,456.1254048890102
443,444.85349727814406
449,539.1454310290538
450,539.1454310290538
451,539.1454310290538
452,539.1454310290538
453,539.1454310290546
454,539.1454310290546
455,539.1454310290546
456,539.1454310290546
458,444.85349727814344
459,444.85349727814344
460,444.85349727814344
461,444.85349727814406
462,444.85349727814406
463,444.85349727814406
466,270.27175100466843
467,270.27175100466826
470,185.85312218619438
471,253.85019099530376
472,539.1454310290546
473,539.1454310290546
474,253.8501909953036
475,539.1454310290538
476,539.1454310290538
477,444.85349727814344
478,444.85349727814344
479,444.85349727814344
481,444.85349727814344
482,444.85349727814406
484,444.85349727814406
485,444.85349727814406
486,444.85349727814406
487,444.85349727814406
488,359.343776038297
489,359.343776038297
490,359.343776038297
492,359.34377603829716
495,359.34377603829716
496,359.34377603829716
497,359.34377603829716
499,290.075135496823
500,290.07513549682295
502,881.1639568009628
503,881.1639568009621
504,1353.3755982453567
505,1353.3755982453572
508,456.12540488900953
510,456.1254048890102
511,185.85312218619447
